Village Code,Village,District,Regency/City,Province,Household,Total Population,D1_Disabled Male Ratio,D2_Disabled Female Ratio,D3_Non Disabled Male Ratio,D4_Non Disable Female Ratio,A1_Children Ratio,A2_Adolescent Ratio,A3_Young Adults Ratio,A4_Middle Age Ratio,A5_Elderly Ratio,A6_Senior Ratio,D1A1,D1A2,D1A3,D1A4,D1A5,D1A6,D2A1,D2A2,D2A3,D2A4,D2A5,D2A6,D3A1,D3A2,D3A3,D3A4,D3A5,D3A6,D4A1,D4A2,D4A3,D4A4,D4A5,D4A6
51.71.03.1007,Pemecutan,Denpasar Barat,Kota Denpasar,Bali,5776,21095,0.0009,0.0008,0.4987,0.4996,0.1238,0.1498,0.305,0.2968,0.0783,0.0464,0.0001,0.0001,0.0003,0.0003,0.0001,0,0.0001,0.0001,0.0002,0.0002,0.0001,0,0.0617,0.0747,0.1521,0.148,0.039,0.0231,0.0618,0.0748,0.1524,0.1483,0.0391,0.0232
51.71.04.2005,Pemecutan Kaja,Denpasar Utara,Kota Denpasar,Bali,7669,29361,0.0007,0.001,0.5024,0.4959,0.1312,0.1556,0.3012,0.2926,0.0767,0.0426,0.0001,0.0001,0.0002,0.0002,0.0001,0,0.0001,0.0002,0.0003,0.0003,0.0001,0,0.0659,0.0782,0.1513,0.147,0.0386,0.0214,0.0651,0.0772,0.1494,0.1451,0.038,0.0211
51.71.03.2002,Pemecutan Kelod,Denpasar Barat,Kota Denpasar,Bali,9311,33023,0.0017,0.001,0.5003,0.497,0.1214,0.1588,0.3037,0.3066,0.0718,0.0376,0.0002,0.0003,0.0005,0.0005,0.0001,0.0001,0.0001,0.0002,0.0003,0.0003,0.0001,0,0.0607,0.0794,0.152,0.1534,0.0359,0.0188,0.0603,0.0789,0.151,0.1524,0.0357,0.0187
51.71.01.2008,Pemogan,Denpasar Selatan,Kota Denpasar,Bali,8459,32178,0.0019,0.001,0.5006,0.4965,0.1301,0.169,0.3065,0.3105,0.0598,0.0241,0.0002,0.0003,0.0006,0.0006,0.0001,0,0.0001,0.0002,0.0003,0.0003,0.0001,0,0.0651,0.0846,0.1535,0.1554,0.0299,0.012,0.0646,0.0839,0.1522,0.1542,0.0297,0.0119
51.07.01.2005,Pempatan,Rendang,Karangasem,Bali,3571,11665,0,0,0.5172,0.4828,0.1324,0.1607,0.3031,0.2623,0.0835,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0.0685,0.0831,0.1568,0.1357,0.0432,0.03,0.0639,0.0776,0.1464,0.1267,0.0403,0.028
51.08.01.2004,Pemuteran,Gerokgak,Buleleng,Bali,3333,10545,0.0038,0.0016,0.4966,0.498,0.1498,0.1716,0.2965,0.2705,0.0684,0.0431,0.0006,0.0007,0.0011,0.001,0.0003,0.0002,0.0002,0.0003,0.0005,0.0004,0.0001,0.0001,0.0744,0.0852,0.1473,0.1343,0.034,0.0214,0.0746,0.0855,0.1477,0.1347,0.034,0.0215
51.02.04.2003,Penarukan,Kerambitan,Tabanan,Bali,1049,3204,0.0075,0.0128,0.4872,0.4925,0.1152,0.1167,0.2703,0.3084,0.1055,0.084,0.0009,0.0009,0.002,0.0023,0.0008,0.0006,0.0015,0.0015,0.0035,0.0039,0.0013,0.0011,0.0561,0.0569,0.1317,0.1502,0.0514,0.0409,0.0567,0.0575,0.1331,0.1519,0.052,0.0413
51.08.06.1020,Penarukan,Buleleng,Buleleng,Bali,3921,12516,0.0026,0.0023,0.4987,0.4963,0.1474,0.1667,0.3093,0.2598,0.0736,0.0431,0.0004,0.0004,0.0008,0.0007,0.0002,0.0001,0.0003,0.0004,0.0007,0.0006,0.0002,0.0001,0.0735,0.0832,0.1542,0.1296,0.0367,0.0215,0.0732,0.0828,0.1535,0.129,0.0365,0.0214
51.03.02.2006,Penarungan,Mengwi,Badung,Bali,2311,7601,0.0067,0.0051,0.4907,0.4974,0.1174,0.1412,0.2776,0.3038,0.085,0.0751,0.0008,0.0009,0.0019,0.002,0.0006,0.0005,0.0006,0.0007,0.0014,0.0016,0.0004,0.0004,0.0576,0.0693,0.1362,0.1491,0.0417,0.0369,0.0584,0.0702,0.1381,0.1511,0.0423,0.0374
51.02.08.2007,Penatahan,Penebel,Tabanan,Bali,995,2729,0.004,0.0015,0.4932,0.5013,0.1015,0.118,0.2543,0.2671,0.1488,0.1103,0.0004,0.0005,0.001,0.0011,0.0006,0.0004,0.0001,0.0002,0.0004,0.0004,0.0002,0.0002,0.0501,0.0582,0.1254,0.1318,0.0734,0.0544,0.0509,0.0591,0.1275,0.1339,0.0746,0.0553
51.71.02.1014,Penatih,Denpasar Timur,Kota Denpasar,Bali,2914,10807,0.0019,0.0017,0.4993,0.4972,0.1208,0.1491,0.2998,0.3042,0.0829,0.0432,0.0002,0.0003,0.0006,0.0006,0.0002,0.0001,0.0002,0.0002,0.0005,0.0005,0.0001,0.0001,0.0603,0.0744,0.1497,0.1519,0.0414,0.0216,0.06,0.0741,0.1491,0.1513,0.0412,0.0215
51.71.02.2015,Penatih Dangin Puri,Denpasar Timur,Kota Denpasar,Bali,2100,8238,0.0022,0.0006,0.5001,0.4971,0.1265,0.1584,0.2996,0.3032,0.0738,0.0385,0.0003,0.0003,0.0007,0.0007,0.0002,0.0001,0.0001,0.0001,0.0002,0.0002,0,0,0.0633,0.0792,0.1498,0.1517,0.0369,0.0192,0.0629,0.0787,0.1489,0.1507,0.0367,0.0191
51.01.05.1001,Pendem,Jembrana,Jembrana,Bali,3573,11912,0.0016,0.0012,0.503,0.4942,0.1385,0.1584,0.2746,0.293,0.0846,0.0509,0.0002,0.0003,0.0004,0.0005,0.0001,0.0001,0.0002,0.0002,0.0003,0.0003,0.0001,0.0001,0.0697,0.0797,0.1381,0.1474,0.0426,0.0256,0.0685,0.0783,0.1357,0.1448,0.0418,0.0251
51.02.08.2010,Penebel,Penebel,Tabanan,Bali,1600,4424,0.0036,0.0016,0.488,0.5068,0.1216,0.1144,0.2471,0.269,0.1311,0.1169,0.0004,0.0004,0.0009,0.001,0.0005,0.0004,0.0002,0.0002,0.0004,0.0004,0.0002,0.0002,0.0593,0.0558,0.1206,0.1313,0.064,0.057,0.0616,0.058,0.1252,0.1363,0.0664,0.0592
51.01.01.2011,Pengambengan,Negara,Jembrana,Bali,4380,13554,0.0033,0.0021,0.5075,0.4872,0.1561,0.1726,0.306,0.2781,0.058,0.0292,0.0005,0.0006,0.001,0.0009,0.0002,0.0001,0.0003,0.0004,0.0006,0.0006,0.0001,0.0001,0.0792,0.0876,0.1553,0.1411,0.0294,0.0148,0.0761,0.0841,0.1491,0.1355,0.0283,0.0142
51.08.02.2016,Pengastulan,Seririt,Buleleng,Bali,1822,5555,0.0022,0.0016,0.4905,0.5057,0.1444,0.1663,0.2841,0.2747,0.0765,0.054,0.0003,0.0004,0.0006,0.0006,0.0002,0.0001,0.0002,0.0003,0.0005,0.0004,0.0001,0.0001,0.0708,0.0816,0.1393,0.1348,0.0375,0.0265,0.073,0.0841,0.1436,0.1389,0.0387,0.0273
51.06.04.2038,Pengejaran,Kintamani,Bangli,Bali,246,824,0.0146,0.0073,0.4988,0.4794,0.1104,0.1286,0.3046,0.3252,0.0801,0.051,0.0016,0.0019,0.0044,0.0047,0.0012,0.0007,0.0008,0.0009,0.0022,0.0024,0.0006,0.0004,0.0551,0.0642,0.1519,0.1622,0.04,0.0254,0.0529,0.0617,0.146,0.1559,0.0384,0.0244
51.06.01.2009,Pengiangan,Susut,Bangli,Bali,971,3198,0.0047,0.0031,0.4922,0.5,0.1266,0.1366,0.2745,0.2899,0.0979,0.0744,0.0006,0.0006,0.0013,0.0014,0.0005,0.0003,0.0004,0.0004,0.0009,0.0009,0.0003,0.0002,0.0623,0.0673,0.1351,0.1427,0.0482,0.0366,0.0633,0.0683,0.1373,0.1449,0.0489,0.0372
51.08.06.2028,Penglatan,Buleleng,Buleleng,Bali,1589,5049,0.0018,0.0018,0.4997,0.4967,0.1464,0.1594,0.3086,0.2634,0.0778,0.0444,0.0003,0.0003,0.0006,0.0005,0.0001,0.0001,0.0003,0.0003,0.0006,0.0005,0.0001,0.0001,0.0731,0.0797,0.1542,0.1316,0.0389,0.0222,0.0727,0.0792,0.1533,0.1308,0.0387,0.022
51.06.01.2006,Penglumbaran,Susut,Bangli,Bali,1238,4108,0,0,0.5044,0.4956,0.1273,0.131,0.2709,0.3048,0.0954,0.0706,0,0,0,0,0,0,0,0,0,0,0,0,0.0642,0.0661,0.1367,0.1537,0.0481,0.0356,0.0631,0.0649,0.1343,0.1511,0.0473,0.035
51.06.02.2008,Pengotan,Bangli,Bangli,Bali,1236,4101,0.0024,0.0044,0.5013,0.4918,0.1144,0.1563,0.2614,0.3114,0.0866,0.07,0.0003,0.0004,0.0006,0.0008,0.0002,0.0002,0.0005,0.0007,0.0011,0.0014,0.0004,0.0003,0.0573,0.0784,0.1311,0.1561,0.0434,0.0351,0.0562,0.0769,0.1286,0.1532,0.0426,0.0344
51.01.03.2008,Pengragoan,Pekutatan,Jembrana,Bali,997,4046,0.0025,0.0017,0.4936,0.5022,0.106,0.1325,0.2583,0.2993,0.132,0.0719,0.0003,0.0003,0.0006,0.0007,0.0003,0.0002,0.0002,0.0002,0.0004,0.0005,0.0002,0.0001,0.0523,0.0654,0.1275,0.1477,0.0651,0.0355,0.0533,0.0665,0.1297,0.1503,0.0663,0.0361
51.08.01.2011,Pengulon,Gerokgak,Buleleng,Bali,1337,4350,0.0062,0.0046,0.5071,0.4821,0.1614,0.1724,0.2669,0.2864,0.0701,0.0428,0.001,0.0011,0.0017,0.0018,0.0004,0.0003,0.0007,0.0008,0.0012,0.0013,0.0003,0.0002,0.0818,0.0874,0.1354,0.1453,0.0356,0.0217,0.0778,0.0831,0.1287,0.1381,0.0338,0.0206
51.06.03.2006,Peninjoan,Tembuku,Bangli,Bali,3258,10876,0.0014,0.0011,0.4999,0.4976,0.1344,0.1707,0.2785,0.2711,0.0777,0.0676,0.0002,0.0002,0.0004,0.0004,0.0001,0.0001,0.0001,0.0002,0.0003,0.0003,0.0001,0.0001,0.0672,0.0854,0.1392,0.1355,0.0388,0.0338,0.0669,0.085,0.1386,0.1349,0.0387,0.0336
51.08.09.2008,Penuktukan,Tejakula,Buleleng,Bali,1830,5748,0.0057,0.0054,0.505,0.4838,0.1446,0.1743,0.2872,0.2594,0.0799,0.0546,0.0008,0.001,0.0016,0.0015,0.0005,0.0003,0.0008,0.0009,0.0015,0.0014,0.0004,0.0003,0.073,0.088,0.1451,0.131,0.0403,0.0276,0.0699,0.0843,0.139,0.1255,0.0386,0.0264
51.08.01.2006,Penyabangan,Gerokgak,Buleleng,Bali,2165,6792,0.0028,0.0009,0.5021,0.4943,0.1639,0.172,0.2995,0.2775,0.0554,0.0318,0.0005,0.0005,0.0008,0.0008,0.0002,0.0001,0.0001,0.0002,0.0003,0.0002,0,0,0.0823,0.0863,0.1504,0.1393,0.0278,0.016,0.081,0.085,0.148,0.1372,0.0274,0.0157
51.01.02.2007,Penyaringan,Mendoyo,Jembrana,Bali,3334,10240,0.0034,0.0015,0.4971,0.498,0.1141,0.1441,0.2672,0.2943,0.103,0.0772,0.0004,0.0005,0.0009,0.001,0.0004,0.0003,0.0002,0.0002,0.0004,0.0004,0.0002,0.0001,0.0567,0.0716,0.1328,0.1463,0.0512,0.0384,0.0568,0.0718,0.1331,0.1466,0.0513,0.0385
51.01.05.2002,Perancak,Jembrana,Jembrana,Bali,1423,4285,0.0054,0.0047,0.4959,0.494,0.137,0.1473,0.281,0.291,0.0936,0.0502,0.0007,0.0008,0.0015,0.0016,0.0005,0.0003,0.0006,0.0007,0.0013,0.0014,0.0004,0.0002,0.0679,0.073,0.1393,0.1443,0.0464,0.0249,0.0677,0.0728,0.1388,0.1438,0.0462,0.0248
51.02.09.2001,Perean,Baturiti,Tabanan,Bali,1112,4075,0.0017,0.0047,0.4923,0.5013,0.1107,0.1227,0.2613,0.2994,0.1151,0.0908,0.0002,0.0002,0.0004,0.0005,0.0002,0.0002,0.0005,0.0006,0.0012,0.0014,0.0005,0.0004,0.0545,0.0604,0.1287,0.1474,0.0567,0.0447,0.0555,0.0615,0.131,0.1501,0.0577,0.0455
51.02.09.2012,Perean Kangin,Baturiti,Tabanan,Bali,1028,3147,0.0025,0.0029,0.4976,0.497,0.0982,0.1316,0.2517,0.3066,0.1042,0.1077,0.0002,0.0003,0.0006,0.0008,0.0003,0.0003,0.0003,0.0004,0.0007,0.0009,0.0003,0.0003,0.0489,0.0655,0.1252,0.1526,0.0519,0.0536,0.0488,0.0654,0.1251,0.1524,0.0518,0.0535
51.02.09.2011,Perean Tengah,Baturiti,Tabanan,Bali,659,2466,0.0036,0.002,0.5061,0.4882,0.1062,0.1306,0.247,0.3122,0.1184,0.0856,0.0004,0.0005,0.0009,0.0011,0.0004,0.0003,0.0002,0.0003,0.0005,0.0006,0.0002,0.0002,0.0538,0.0661,0.125,0.158,0.0599,0.0433,0.0519,0.0638,0.1206,0.1525,0.0578,0.0418
51.03.02.2018,Pererenan,Mengwi,Badung,Bali,752,3380,0.0027,0.0021,0.487,0.5083,0.1251,0.1352,0.2837,0.292,0.0979,0.066,0.0003,0.0004,0.0008,0.0008,0.0003,0.0002,0.0003,0.0003,0.0006,0.0006,0.0002,0.0001,0.0609,0.0658,0.1382,0.1422,0.0477,0.0321,0.0636,0.0687,0.1442,0.1484,0.0498,0.0335
51.01.02.2004,Pergung,Mendoyo,Jembrana,Bali,1646,5269,0.0084,0.0034,0.4912,0.4971,0.1366,0.1393,0.2858,0.2716,0.0993,0.0674,0.0011,0.0012,0.0024,0.0023,0.0008,0.0006,0.0005,0.0005,0.001,0.0009,0.0003,0.0002,0.0671,0.0684,0.1404,0.1334,0.0488,0.0331,0.0679,0.0692,0.1421,0.135,0.0493,0.0335
51.04.02.2002,Pering,Blahbatuh,Gianyar,Bali,2255,9417,0.005,0.0033,0.4965,0.4952,0.1221,0.1544,0.2881,0.3121,0.0724,0.0509,0.0006,0.0008,0.0014,0.0016,0.0004,0.0003,0.0004,0.0005,0.0009,0.001,0.0002,0.0002,0.0606,0.0767,0.1431,0.155,0.036,0.0253,0.0605,0.0765,0.1427,0.1545,0.0359,0.0252
51.07.07.2007,Peringsari,Selat,Karangasem,Bali,2093,6593,0.0067,0.0058,0.4908,0.4967,0.1265,0.1556,0.2886,0.26,0.0874,0.0819,0.0008,0.001,0.0019,0.0017,0.0006,0.0005,0.0007,0.0009,0.0017,0.0015,0.0005,0.0005,0.0621,0.0764,0.1417,0.1276,0.0429,0.0402,0.0628,0.0773,0.1434,0.1291,0.0434,0.0407
51.07.04.2009,Pertima,Karangasem,Karangasem,Bali,2291,6984,0.0026,0.002,0.4987,0.4967,0.1233,0.1621,0.2593,0.2816,0.0916,0.082,0.0003,0.0004,0.0007,0.0007,0.0002,0.0002,0.0002,0.0003,0.0005,0.0006,0.0002,0.0002,0.0615,0.0808,0.1293,0.1405,0.0457,0.0409,0.0612,0.0805,0.1288,0.1399,0.0455,0.0408
51.02.08.2017,Pesagi,Penebel,Tabanan,Bali,697,1871,0.0011,0.0021,0.4805,0.5163,0.0791,0.1187,0.2336,0.2897,0.1475,0.1315,0.0001,0.0001,0.0002,0.0003,0.0002,0.0001,0.0002,0.0003,0.0005,0.0006,0.0003,0.0003,0.038,0.057,0.1122,0.1392,0.0709,0.0632,0.0408,0.0613,0.1206,0.1496,0.0762,0.0679
51.05.04.2008,Pesinggahan,Dawan,Klungkung,Bali,1409,4693,0.0053,0.0034,0.4958,0.4954,0.1229,0.16,0.2928,0.2774,0.0793,0.0675,0.0007,0.0009,0.0016,0.0015,0.0004,0.0004,0.0004,0.0005,0.001,0.0009,0.0003,0.0002,0.061,0.0793,0.1452,0.1376,0.0393,0.0335,0.0609,0.0793,0.145,0.1374,0.0393,0.0335
51.04.03.2012,Petak,Gianyar,Gianyar,Bali,1138,4377,0.0057,0.0043,0.5026,0.4873,0.1183,0.1357,0.2796,0.2938,0.0912,0.0813,0.0007,0.0008,0.0016,0.0017,0.0005,0.0005,0.0005,0.0006,0.0012,0.0013,0.0004,0.0004,0.0595,0.0682,0.1406,0.1477,0.0458,0.0409,0.0577,0.0661,0.1363,0.1432,0.0444,0.0396
51.04.03.2014,Petak Kaja,Gianyar,Gianyar,Bali,1034,4131,0.0048,0.0024,0.5064,0.4863,0.1285,0.1334,0.2815,0.268,0.106,0.0825,0.0006,0.0006,0.0014,0.0013,0.0005,0.0004,0.0003,0.0003,0.0007,0.0006,0.0003,0.0002,0.0651,0.0675,0.1426,0.1357,0.0537,0.0418,0.0625,0.0649,0.1369,0.1303,0.0516,0.0401
51.08.06.2015,Petandakan,Buleleng,Buleleng,Bali,835,2684,0.0056,0.0022,0.5115,0.4806,0.1535,0.1688,0.3115,0.2604,0.0574,0.0484,0.0009,0.0009,0.0017,0.0015,0.0003,0.0003,0.0003,0.0004,0.0007,0.0006,0.0001,0.0001,0.0785,0.0863,0.1593,0.1332,0.0294,0.0248,0.0738,0.0811,0.1497,0.1252,0.0276,0.0233
51.03.04.2002,Petang,Petang,Badung,Bali,1294,4517,0.0042,0.002,0.4983,0.4955,0.1229,0.1384,0.2876,0.2925,0.0852,0.0735,0.0005,0.0006,0.0012,0.0012,0.0004,0.0003,0.0002,0.0003,0.0006,0.0006,0.0002,0.0001,0.0612,0.069,0.1433,0.1457,0.0425,0.0366,0.0609,0.0686,0.1425,0.1449,0.0422,0.0364
51.02.07.2009,Petiga,Marga,Tabanan,Bali,647,1904,0.0026,0.0016,0.4995,0.4963,0.1239,0.104,0.2721,0.3051,0.1092,0.0856,0.0003,0.0003,0.0007,0.0008,0.0003,0.0002,0.0002,0.0002,0.0004,0.0005,0.0002,0.0001,0.0619,0.0519,0.1359,0.1524,0.0546,0.0428,0.0615,0.0516,0.135,0.1515,0.0542,0.0425
51.04.05.2007,Petulu,Ubud,Gianyar,Bali,1210,5269,0.0049,0.0049,0.4883,0.5018,0.1292,0.1319,0.2913,0.2995,0.0869,0.0611,0.0006,0.0007,0.0014,0.0015,0.0004,0.0003,0.0006,0.0007,0.0014,0.0015,0.0004,0.0003,0.0631,0.0644,0.1423,0.1462,0.0424,0.0298,0.0649,0.0662,0.1462,0.1503,0.0436,0.0307
51.07.05.2006,Pidpid,Abang,Karangasem,Bali,1393,4436,0,0,0.5158,0.4842,0.1549,0.1621,0.2937,0.2482,0.0706,0.0706,0,0,0,0,0,0,0,0,0,0,0,0,0.0799,0.0836,0.1515,0.128,0.0364,0.0364,0.075,0.0785,0.1422,0.1202,0.0342,0.0342
51.05.04.2010,Pikat,Dawan,Klungkung,Bali,1114,3992,0.0068,0.0043,0.4987,0.4902,0.123,0.1413,0.2791,0.2933,0.0852,0.0782,0.0008,0.001,0.0019,0.002,0.0006,0.0005,0.0005,0.0006,0.0012,0.0012,0.0004,0.0003,0.0613,0.0705,0.1392,0.1463,0.0425,0.039,0.0603,0.0693,0.1368,0.1438,0.0418,0.0383
51.06.04.2047,Pinggan,Kintamani,Bangli,Bali,663,2096,0,0,0.5138,0.4862,0.1512,0.1746,0.3187,0.2514,0.0649,0.0391,0,0,0,0,0,0,0,0,0,0,0,0,0.0777,0.0897,0.1638,0.1292,0.0333,0.0201,0.0735,0.0849,0.1549,0.1222,0.0315,0.019
51.02.08.2006,Pitra,Penebel,Tabanan,Bali,782,2142,0.0028,0.0051,0.4757,0.5163,0.0971,0.1335,0.2488,0.2722,0.1377,0.1106,0.0003,0.0004,0.0007,0.0008,0.0004,0.0003,0.0005,0.0007,0.0013,0.0014,0.0007,0.0006,0.0462,0.0635,0.1184,0.1295,0.0655,0.0526,0.0501,0.0689,0.1285,0.1405,0.0711,0.0571
51.08.06.2017,Poh Bergong,Buleleng,Buleleng,Bali,1109,3388,0.0136,0.01,0.5015,0.4749,0.1364,0.1694,0.3259,0.2485,0.0747,0.0452,0.0019,0.0023,0.0044,0.0034,0.001,0.0006,0.0014,0.0017,0.0033,0.0025,0.0007,0.0005,0.0684,0.085,0.1634,0.1246,0.0374,0.0226,0.0648,0.0805,0.1548,0.118,0.0355,0.0214
51.01.02.2002,Pohsanten,Mendoyo,Jembrana,Bali,2301,7552,0,0,0.5019,0.4981,0.1434,0.1463,0.282,0.2663,0.1009,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0.0734,0.1415,0.1336,0.0506,0.0306,0.0714,0.0729,0.1405,0.1326,0.0503,0.0304
51.08.03.2004,Pucaksari,Busungbiu,Buleleng,Bali,959,3082,0.0029,0.0042,0.5107,0.4822,0.1223,0.1655,0.2664,0.2758,0.098,0.072,0.0004,0.0005,0.0008,0.0008,0.0003,0.0002,0.0005,0.0007,0.0011,0.0012,0.0004,0.0003,0.0625,0.0845,0.136,0.1409,0.05,0.0368,0.059,0.0798,0.1284,0.133,0.0472,0.0347
51.04.07.2004,Puhu,Payangan,Gianyar,Bali,1410,5947,0.0008,0.0005,0.4954,0.5033,0.1127,0.1392,0.2716,0.2961,0.0989,0.0816,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0.0558,0.069,0.1345,0.1467,0.049,0.0404,0.0567,0.0701,0.1367,0.149,0.0498,0.041
51.02.10.2006,Pujungan,Pupuan,Tabanan,Bali,2042,7162,0.0036,0.0025,0.5124,0.4814,0.1082,0.1389,0.2858,0.2994,0.1033,0.0644,0.0004,0.0005,0.001,0.0011,0.0004,0.0002,0.0003,0.0003,0.0007,0.0008,0.0003,0.0002,0.0554,0.0712,0.1465,0.1534,0.0529,0.033,0.0521,0.0669,0.1376,0.1441,0.0497,0.031
51.01.03.2002,Pulukan,Pekutatan,Jembrana,Bali,1571,5070,0.0063,0.0037,0.4844,0.5055,0.1462,0.1606,0.2955,0.2714,0.0807,0.0458,0.0009,0.001,0.0019,0.0017,0.0005,0.0003,0.0005,0.0006,0.0011,0.001,0.0003,0.0002,0.0708,0.0778,0.1431,0.1315,0.0391,0.0222,0.0739,0.0812,0.1494,0.1372,0.0408,0.0231
51.03.03.2014,Punggul,Abiansemal,Badung,Bali,1000,3340,0.0144,0.0159,0.4757,0.494,0.1314,0.1467,0.2638,0.2982,0.0865,0.0734,0.0019,0.0021,0.0038,0.0043,0.0012,0.0011,0.0021,0.0023,0.0042,0.0047,0.0014,0.0012,0.0625,0.0698,0.1255,0.1419,0.0412,0.0349,0.0649,0.0725,0.1303,0.1473,0.0427,0.0362
51.02.10.2007,Pupuan,Pupuan,Tabanan,Bali,962,3234,0.0019,0.0025,0.5034,0.4923,0.1101,0.1351,0.2724,0.3024,0.1048,0.0751,0.0002,0.0003,0.0005,0.0006,0.0002,0.0001,0.0003,0.0003,0.0007,0.0007,0.0003,0.0002,0.0554,0.068,0.1371,0.1522,0.0528,0.0378,0.0542,0.0665,0.1341,0.1489,0.0516,0.037
51.04.06.2005,Pupuan,Tegallalang,Gianyar,Bali,1583,6981,0.0027,0.0026,0.5104,0.4843,0.1135,0.1604,0.3027,0.2796,0.0799,0.0639,0.0003,0.0004,0.0008,0.0008,0.0002,0.0002,0.0003,0.0004,0.0008,0.0007,0.0002,0.0002,0.0579,0.0819,0.1545,0.1427,0.0408,0.0326,0.0549,0.0777,0.1466,0.1354,0.0387,0.0309
51.02.01.2003,Pupuan Sawah,Selemadeg,Tabanan,Bali,353,1024,0.0078,0.0107,0.4678,0.5137,0.0898,0.1191,0.2441,0.2998,0.1191,0.1279,0.0007,0.0009,0.0019,0.0023,0.0009,0.001,0.001,0.0013,0.0026,0.0032,0.0013,0.0014,0.042,0.0557,0.1142,0.1402,0.0557,0.0598,0.0462,0.0612,0.1254,0.154,0.0612,0.0657
51.07.05.2009,Purwa Kerthi,Abang,Karangasem,Bali,2005,6850,0.0045,0.0063,0.5042,0.485,0.1629,0.1657,0.3145,0.2372,0.0701,0.0496,0.0007,0.0007,0.0014,0.0011,0.0003,0.0002,0.001,0.001,0.002,0.0015,0.0004,0.0003,0.0821,0.0835,0.1586,0.1196,0.0353,0.025,0.079,0.0804,0.1525,0.115,0.034,0.0241
51.08.02.2004,Rangdu,Seririt,Buleleng,Bali,457,1279,0.0055,0.0055,0.5012,0.4879,0.1228,0.1556,0.2744,0.2611,0.0993,0.0868,0.0007,0.0009,0.0015,0.0014,0.0005,0.0005,0.0007,0.0009,0.0015,0.0014,0.0005,0.0005,0.0615,0.078,0.1375,0.1309,0.0498,0.0435,0.0599,0.0759,0.1339,0.1274,0.0484,0.0423
51.02.08.2001,Rejasa,Penebel,Tabanan,Bali,607,1549,0.0032,0.0077,0.4893,0.4997,0.1007,0.0826,0.2414,0.2718,0.1491,0.1543,0.0003,0.0003,0.0008,0.0009,0.0005,0.0005,0.0008,0.0006,0.0019,0.0021,0.0012,0.0012,0.0493,0.0404,0.1182,0.133,0.073,0.0755,0.0503,0.0413,0.1206,0.1358,0.0745,0.0771
51.07.01.2002,Rendang,Rendang,Karangasem,Bali,2603,7809,0,0,0.4933,0.5067,0.1234,0.1515,0.272,0.274,0.0995,0.0795,0,0,0,0,0,0,0,0,0,0,0,0,0.0609,0.0747,0.1342,0.1352,0.0491,0.0392,0.0626,0.0768,0.1378,0.1389,0.0504,0.0403
51.71.01.1005,Renon,Denpasar Selatan,Kota Denpasar,Bali,3459,12291,0.0022,0.0015,0.4891,0.5073,0.1237,0.1613,0.2963,0.3015,0.0771,0.04,0.0003,0.0004,0.0007,0.0007,0.0002,0.0001,0.0002,0.0002,0.0004,0.0004,0.0001,0.0001,0.0605,0.0789,0.1449,0.1475,0.0377,0.0196,0.0628,0.0818,0.1503,0.153,0.0391,0.0203
51.02.08.2003,Riang Gede,Penebel,Tabanan,Bali,1062,2790,0.0022,0.0029,0.491,0.5039,0.0889,0.0918,0.2405,0.3032,0.1312,0.1444,0.0002,0.0002,0.0005,0.0007,0.0003,0.0003,0.0003,0.0003,0.0007,0.0009,0.0004,0.0004,0.0436,0.0451,0.1181,0.1489,0.0644,0.0709,0.0448,0.0462,0.1212,0.1528,0.0661,0.0728
51.08.02.2003,Ringdikit,Seririt,Buleleng,Bali,1818,5323,0.0077,0.0053,0.4892,0.4978,0.1467,0.1619,0.2933,0.2636,0.0821,0.0524,0.0011,0.0012,0.0023,0.002,0.0006,0.0004,0.0008,0.0009,0.0015,0.0014,0.0004,0.0003,0.0718,0.0792,0.1435,0.1289,0.0402,0.0256,0.073,0.0806,0.146,0.1312,0.0409,0.0261
51.04.02.2001,Saba,Blahbatuh,Gianyar,Bali,2251,9946,0.0047,0.0039,0.4948,0.4966,0.1182,0.1584,0.269,0.3055,0.0873,0.0616,0.0006,0.0007,0.0013,0.0014,0.0004,0.0003,0.0005,0.0006,0.0011,0.0012,0.0003,0.0002,0.0585,0.0783,0.1331,0.1512,0.0432,0.0305,0.0587,0.0786,0.1336,0.1517,0.0433,0.0306
51.03.02.1015,Sading,Mengwi,Badung,Bali,2149,8873,0.0037,0.0029,0.4926,0.5007,0.1163,0.1494,0.288,0.3077,0.0891,0.0495,0.0004,0.0006,0.0011,0.0011,0.0003,0.0002,0.0003,0.0004,0.0008,0.0009,0.0003,0.0001,0.0573,0.0736,0.1419,0.1516,0.0439,0.0244,0.0582,0.0748,0.1442,0.1541,0.0446,0.0248
51.02.10.2014,Sai,Pupuan,Tabanan,Bali,462,1882,0.0053,0.0037,0.5128,0.4782,0.1137,0.1472,0.2853,0.2986,0.0978,0.0574,0.0006,0.0008,0.0015,0.0016,0.0005,0.0003,0.0004,0.0005,0.0011,0.0011,0.0004,0.0002,0.0583,0.0755,0.1463,0.1531,0.0501,0.0294,0.0544,0.0704,0.1365,0.1428,0.0468,0.0274
