Regency/City,Province,Exposure,Climate Change,CV,AAL,Lognormal_Mean,Lognormal_Median,VaR_95%,TVaR_95%,VaR_99%,TVaR_99%,PML_25,PML_50,PML_100,PML_250,Prob_Any_Loss (%),μ,σ
Gianyar,Bali,Electricity,0,0.95,334929143.2,334929143.2,242823439.1,908205899.2,5361217359.0,1568718855.0,31359141767.0,988655968.0,1260666919.0,1568718855.0,2037006066.0,3.9239,19.30784515,0.801978061
Jembrana,Bali,Electricity,0,0.15,199885263.3,199885263.3,197673803.3,252642406.4,3728389507.0,279675808.4,19694025096.0,256662429.6,268531575.0,279675808.4,293599873.8,3.9239,19.10212877,0.14916638
Jembrana,Bali,Electricity,0,0.25,200080613.1,200080613.1,194106706.3,291023789.2,3677635571.0,344193152.2,19632771431.0,298706997.0,321849320.5,344193152.2,372934374.2,3.9239,19.0839186,0.246220677
Jembrana,Bali,Electricity,0,0.35,200282006.0,200282006.0,189037845.0,330661994.0,3621255233.0,416865228.6,19557658939.0,342774650.0,379971416.9,416865228.6,465675238.3,3.9239,19.05745779,0.339938731
Jembrana,Bali,Electricity,0,0.45,200486799.6,200486799.6,182828224.1,370510714.4,3560242030.0,496473726.2,19468895794.0,387737699.0,441629255.1,496473726.2,571007604.2,3.9239,19.0240576,0.429421382
Jembrana,Bali,Electricity,0,0.55,200692612.4,200692612.4,175850059.7,409619896.0,3495757544.0,581480253.6,19367379920.0,432523532.7,505444083.8,581480253.6,687475671.2,3.9239,18.98514226,0.51408705
Jembrana,Bali,Electricity,0,0.65,200897463.5,200897463.5,168441195.8,447218779.1,3428991511.0,670225637.0,19254528022.0,476217626.7,570085911.3,670225637.0,813200776.4,3.9239,18.94209726,0.593646264
Jembrana,Bali,Electricity,0,0.75,201099816.2,201099816.2,160879852.9,482749430.7,3361051595.0,761102535.5,19132065395.0,518115822.8,634386952.8,761102535.5,946116510.4,3.9239,18.89616839,0.668047231
Jembrana,Bali,Electricity,0,0.85,201298551.5,201298551.5,153377281.0,515860239.3,3292895251.0,852674630.5,19001829283.0,557731692.1,697400769.3,852674630.5,1084169305.0,3.9239,18.84841133,0.73741218
Jembrana,Bali,Electricity,0,0.95,201492906.8,201492906.8,146082243.3,546375406.0,3225300908.0,943739081.6,18865616078.0,594774055.5,758415465.6,943739081.6,1225460017.0,3.9239,18.79968033,0.801978061
Karangasem,Bali,Electricity,0,0.15,184905260.1,184905260.1,182859533.6,233708624.1,3448972776.0,258716061.6,18218095584.0,237427374.7,248407010.6,258716061.6,271596615.7,3.9239,19.02422884,0.14916638
Karangasem,Bali,Electricity,0,0.25,185085750.7,185085750.7,179559552.9,269213271.9,3402018465.0,318397904.5,18161410950.0,276320668.5,297728611.3,318397904.5,344985141.4,3.9239,19.00601748,0.246220677
Karangasem,Bali,Electricity,0,0.35,185272106.1,185272106.1,174870625.5,305880918.8,3349864508.0,385623753.1,18091933134.0,317085806.0,351494904.8,385623753.1,430775753.8,3.9239,18.97955698,0.339938731
Karangasem,Bali,Electricity,0,0.45,185461971.4,185461971.4,169126760.1,342743999.2,3293431321.0,459267124.6,18009862997.0,358679963.7,408532793.2,459267124.6,528215304.6,3.9239,18.94615905,0.429421382
Karangasem,Bali,Electricity,0,0.55,185653194.3,185653194.3,162672282.3,378923973.5,3233793944.0,537905532.3,17916035399.0,400111267.2,467567328.9,537905532.3,635957910.3,3.9239,18.9072482,0.51408705
Karangasem,Bali,Electricity,0,0.65,185843959.3,185843959.3,155819681.3,413708103.1,3172052786.0,620004771.6,17811761577.0,440534030.0,527368643.8,620004771.6,752266600.7,3.9239,18.86421001,0.593646264
Karangasem,Bali,Electricity,0,0.75,186032835.1,186032835.1,148826268.1,446580444.2,3109231868.0,704078527.6,17698635604.0,479297083.6,586856843.7,704078527.6,875230719.2,3.9239,18.8182902,0.668047231
Karangasem,Bali,Electricity,0,0.85,186218759.9,186218759.9,141887394.9,477215823.5,3046216008.0,788798583.5,17578353437.0,515950578.3,645156686.1,788798583.5,1002951397.0,3.9239,18.77054431,0.73741218
Karangasem,Bali,Electricity,0,0.95,186400991.3,186400991.3,135140613.1,505451625.5,2983724320.0,873052570.8,17452572367.0,550225192.9,701609782.8,873052570.8,1133672473.0,3.9239,18.72182637,0.801978061
Klungkung,Bali,Electricity,0,0.15,18013138.47,18013138.47,17813847.46,22767474.57,335992735.7,25203654.23,1774774164.0,23129748.57,24199364.99,25203654.23,26458454.68,3.9239,16.69548666,0.14916638
Klungkung,Bali,Electricity,0,0.25,18030423.61,18030423.61,17492080.24,26225840.27,331413055.0,31017239.71,1769222815.0,26918218.65,29003707.55,31017239.71,33607277.8,3.9239,16.67725878,0.246220677
Klungkung,Bali,Electricity,0,0.35,18048236.57,18048236.57,17034978.91,29797314.35,326326225.9,37565442.92,1762421210.0,30888835.68,34240789.57,37565442.92,41963913.95,3.9239,16.65077937,0.339938731
Klungkung,Bali,Electricity,0,0.45,18066349.49,18066349.49,16475092.62,33387614.87,320822003.7,44738445.94,1754389197.0,34939980.04,39796278.25,44738445.94,51454873.61,3.9239,16.61736026,0.429421382
Klungkung,Bali,Electricity,0,0.55,18084565.04,18084565.04,15845983.59,36911162.62,315005390.2,52397631.09,1745209441.0,38975026.87,45545953.59,52397631.09,61948959.38,3.9239,16.57842663,0.51408705
Klungkung,Bali,Electricity,0,0.65,18102724.54,18102724.54,15178113.83,40298559.4,308983934.9,60393545.42,1735011537.0,42911624.5,51370027.46,60393545.42,73276931.4,3.9239,16.53536507,0.593646264
Klungkung,Bali,Electricity,0,0.75,18120708.14,18120708.14,14496566.51,43499599.86,302857735.7,68581449.6,1723952710.0,46686395.76,57163358.16,68581449.6,85252694.27,3.9239,16.48942239,0.668047231
Klungkung,Bali,Electricity,0,0.85,18138430.33,18138430.33,13820383.23,46482674.32,296713268.2,76832045.07,1712199884.0,50255589.84,62840766.48,76832045.07,97691360.68,3.9239,16.44165511,0.73741218
Klungkung,Bali,Electricity,0,0.95,18155833.51,18155833.51,13162969.01,49232010.51,290620782.8,85037085.99,1699915843.0,53593046.52,68338211.72,85037085.99,110421991.5,3.9239,16.39291807,0.801978061
Tabanan,Bali,Electricity,0,0.15,186027715.6,186027715.6,183969570.6,235127337.3,3469909544.0,260286580.8,18328687364.0,238868662.3,249914949.4,260286580.8,273245325.5,3.9239,19.03028092,0.14916638
Tabanan,Bali,Electricity,0,0.25,186218354.2,186218354.2,180658339.7,270860680.7,3422836589.0,320346291.1,18272546887.0,278011570.0,299550515.4,320346291.1,347096224.5,3.9239,19.01211818,0.246220677
Tabanan,Bali,Electricity,0,0.35,186414159.8,186414159.8,175948562.5,307766429.0,3370513732.0,388000813.8,18203455371.0,319040385.3,353661588.6,388000813.8,433431140.4,3.9239,18.98570225,0.339938731
Tabanan,Bali,Electricity,0,0.45,186611854.2,186611854.2,170175363.0,344869046.4,3313850926.0,462114626.9,18121525954.0,360903815.5,411065737.5,462114626.9,531490292.5,3.9239,18.95234001,0.429421382
Tabanan,Bali,Electricity,0,0.55,186808582.3,186808582.3,163684651.7,381282156.5,3253919031.0,541253115.9,18027533463.0,402601306.5,470477172.0,541253115.9,639915709.7,3.9239,18.91345228,0.51408705
Tabanan,Bali,Electricity,0,0.65,187002061.8,187002061.8,156790685.0,416286160.7,3191819705.0,623868384.5,17922757097.0,443279255.6,530654986.8,623868384.5,756954414.6,3.9239,18.87042226,0.593646264
Tabanan,Bali,Electricity,0,0.75,187190611.1,187190611.1,149752488.9,449359739.2,3128582184.0,708460362.9,17808783128.0,482279990.8,590509149.4,708460362.9,880677720.8,3.9239,18.82449442,0.668047231
Tabanan,Bali,Electricity,0,0.85,187373093.5,187373093.5,142766927.0,480173990.8,3065098904.0,793688191.2,17687318201.0,519148854.7,649155885.8,793688191.2,1009168496.0,3.9239,18.77672398,0.73741218
Tabanan,Bali,Electricity,0,0.95,187548821.7,187548821.7,135972789.5,508564123.8,3002097664.0,878428702.7,17560042793.0,553613400.3,705930194.7,878428702.7,1140653464.0,3.9239,18.72796535,0.801978061
Badung,Bali,Electricity,1,0.15,730801446.1,730801446.1,722716116.7,923687083.4,13631382313.0,1022524031.0,72003417254.0,938384709.2,981779547.0,1022524031.0,1073431872.0,3.9239,20.39852706,0.14916638
Badung,Bali,Electricity,1,0.25,731518960.1,731518960.1,709677632.9,1064018229.0,13445881170.0,1258411861.0,71779790742.0,1092108968.0,1176720106.0,1258411861.0,1363493251.0,3.9239,20.38032139,0.246220677
Badung,Bali,Electricity,1,0.35,732257368.1,732257368.1,691147235.9,1208943760.0,13239785633.0,1524114129.0,71505374562.0,1253229224.0,1389225498.0,1524114129.0,1702569947.0,3.9239,20.35386344,0.339938731
Badung,Bali,Electricity,1,0.45,733006423.6,733006423.6,668444321.1,1354636485.0,13016718718.0,1815174022.0,71180874263.0,1417620634.0,1614655336.0,1815174022.0,2087679800.0,3.9239,20.32046366,0.429421382
Badung,Bali,Electricity,1,0.55,733757043.4,733757043.4,642929594.5,1497621065.0,12780922473.0,2125963814.0,70809539327.0,1581359597.0,1847966162.0,2125963814.0,2513496187.0,3.9239,20.28154578,0.51408705
Badung,Bali,Electricity,1,0.65,734501803.4,734501803.4,615838348.2,1635077885.0,12536745885.0,2450413910.0,70396536167.0,1741100656.0,2084292766.0,2450413910.0,2973145735.0,3.9239,20.23849507,0.593646264
Badung,Bali,Electricity,1,0.75,735235058.6,735235058.6,588188046.9,1764965840.0,12288240802.0,2782644350.0,69948175439.0,1894267855.0,2319363276.0,2782644350.0,3459068443.0,3.9239,20.19255726,0.668047231
Badung,Bali,Electricity,1,0.85,735952804.5,735952804.5,560751377.8,1885998617.0,12038911737.0,3117400900.0,69471188169.0,2039081751.0,2549715575.0,3117400900.0,3963751523.0,3.9239,20.14478819,0.73741218
Badung,Bali,Electricity,1,0.95,736652408.9,736652408.9,534072579.2,1997533141.0,11791609545.0,3450283580.0,68972162591.0,2174477244.0,2772745644.0,3450283580.0,4480247407.0,3.9239,20.0960423,0.801978061
Bangli,Bali,Electricity,1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.14916638
Bangli,Bali,Electricity,1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.246220677
Bangli,Bali,Electricity,1,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.339938731
Bangli,Bali,Electricity,1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.429421382
Bangli,Bali,Electricity,1,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.51408705
Bangli,Bali,Electricity,1,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.593646264
Bangli,Bali,Electricity,1,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.668047231
Bangli,Bali,Electricity,1,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.73741218
Bangli,Bali,Electricity,1,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.801978061
Buleleng,Bali,Electricity,1,0.15,417008644.7,417008644.7,412395008.2,527072710.2,7778315565.0,583470876.6,41086464186.0,535459443.7,560221330.3,583470876.6,612519819.7,3.9239,19.83749221,0.14916638
Buleleng,Bali,Electricity,1,0.25,417419321.2,417419321.2,404956223.9,607150041.5,7672488202.0,718074928.4,40958981463.0,623179177.6,671459982.1,718074928.4,778036467.0,3.9239,19.81928953,0.246220677
Buleleng,Bali,Electricity,1,0.35,417841649.6,417841649.6,394383332.6,689849057.1,7554903658.0,869691981.9,40802489620.0,715119286.2,792721656.6,869691981.9,971522672.2,3.9239,19.79283392,0.339938731
Buleleng,Bali,Electricity,1,0.45,418269605.2,418269605.2,381429048.0,772985406.0,7427626313.0,1035778265.0,40617374171.0,808925548.0,921357887.3,1035778265.0,1191276062.0,3.9239,19.75943541,0.429421382
Buleleng,Bali,Electricity,1,0.55,418697886.3,418697886.3,366869748.9,854575475.5,7293075103.0,1213121650.0,40405478509.0,902358521.3,1054490083.0,1213121650.0,1434256134.0,3.9239,19.72051744,0.51408705
Buleleng,Bali,Electricity,1,0.65,419122193.4,419122193.4,351410327.5,933009866.5,7153731154.0,1398257769.0,40169745684.0,993508692.2,1189341336.0,1398257769.0,1696539554.0,3.9239,19.67746512,0.593646264
Buleleng,Bali,Electricity,1,0.75,419539287.7,419539287.7,335631430.1,1007123508.0,7011906916.0,1587830470.0,39913776353.0,1080905728.0,1323473364.0,1587830470.0,1973811087.0,3.9239,19.63152418,0.668047231
Buleleng,Bali,Electricity,1,0.85,419946899.4,419946899.4,319974054.0,1076182150.0,6869603086.0,1778840755.0,39641414358.0,1163533930.0,1454910075.0,1778840755.0,2261782484.0,3.9239,19.58375047,0.73741218
Buleleng,Bali,Electricity,1,0.95,420343563.8,420343563.8,304748845.7,1139818711.0,6728447663.0,1968777240.0,39356424111.0,1240785346.0,1582165173.0,1968777240.0,2556488161.0,3.9239,19.53499854,0.801978061
Denpasar CIty,Bali,Electricity,1,0.15,106402083.8,106402083.8,105224888.7,134485544.6,1984680642.0,148875851.6,10483440719.0,136625466.5,142943600.1,148875851.6,156287851.6,3.9239,18.47161041,0.14916638
Denpasar CIty,Bali,Electricity,1,0.25,106508441.2,106508441.2,103328365.4,154920007.8,1957707075.0,183223529.4,10451066941.0,159009991.7,171329290.2,183223529.4,198523276.4,3.9239,18.45342249,0.246220677
Denpasar CIty,Bali,Electricity,1,0.35,106617390.1,106617390.1,100631714.6,176023395.8,1927725758.0,221912510.2,10411252586.0,182471402.8,202272593.5,221912510.2,247895852.1,3.9239,18.42697802,0.339938731
Denpasar CIty,Bali,Electricity,1,0.45,106727158.1,106727158.1,97326790.64,197237701.7,1895259512.0,264292861.0,10364073459.0,206408316.0,235096951.0,264292861.0,303970231.2,3.9239,18.39358485,0.429421382
Denpasar CIty,Bali,Electricity,1,0.55,106836237.4,106836237.4,93611610.82,218056100.5,1860923421.0,309543842.5,10309985875.0,230248569.0,269066925.2,309543842.5,365969196.1,3.9239,18.35466498,0.51408705
Denpasar CIty,Bali,Electricity,1,0.65,106943451.2,106943451.2,89666053.94,238067314.6,1825350006.0,356780227.2,10249734572.0,253504228.5,303472994.4,356780227.2,432889972.8,3.9239,18.31160282,0.593646264
Denpasar CIty,Bali,Electricity,1,0.75,107047953.9,107047953.9,85638363.15,256973575.6,1789129911.0,405144423.8,10184238325.0,275799549.6,337692130.2,405144423.8,503629682.8,3.9239,18.26564391,0.668047231
Denpasar CIty,Bali,Electricity,1,0.85,107149191.4,107149191.4,81641181.78,274587209.3,1752774974.0,453870117.2,10114482330.0,296874961.9,371219404.9,453870117.2,577092400.5,3.9239,18.21784437,0.73741218
Denpasar CIty,Bali,Electricity,1,0.95,107246842.7,107246842.7,77753900.2,290814392.1,1716702312.0,502315631.9,10041434170.0,316575112.1,403675074.3,502315631.9,652264735.8,3.9239,18.16905927,0.801978061
Gianyar,Bali,Electricity,1,0.15,399243212.0,399243212.0,394826125.9,504618320.1,7446943198.0,558613807.7,39336095640.0,512647761.4,536354740.3,558613807.7,586425205.6,3.9239,19.79395604,0.14916638
Gianyar,Bali,Electricity,1,0.25,399636347.6,399636347.6,387704205.4,581284125.3,7345623469.0,687483370.2,39214039510.0,596630385.3,642854322.2,687483370.2,744890416.4,3.9239,19.77575325,0.246220677
Gianyar,Bali,Electricity,1,0.35,400040580.6,400040580.6,377581644.9,660459812.1,7233046417.0,832640991.5,39064204480.0,684653468.0,758949789.0,832640991.5,930133447.2,3.9239,19.74929738,0.339938731
Gianyar,Bali,Electricity,1,0.45,400450130.6,400450130.6,365179085.9,740054029.6,7111188311.0,991651165.5,38886958532.0,774463019.4,882105421.4,991651165.5,1140524314.0,3.9239,19.71589844,0.429421382
Gianyar,Bali,Electricity,1,0.55,400859916.8,400859916.8,351239836.3,818167622.1,6982365029.0,1161438497.0,38684066204.0,863914945.8,1009565180.0,1161438497.0,1373151892.0,3.9239,19.67697984,0.51408705
Gianyar,Bali,Electricity,1,0.65,401265824.2,401265824.2,336438768.7,893259719.7,6848952101.0,1338686103.0,38458345468.0,951181040.8,1138670390.0,1338686103.0,1624259829.0,3.9239,19.63392673,0.593646264
Gianyar,Bali,Electricity,1,0.75,401664757.2,401664757.2,321331805.8,964214868.8,6713163634.0,1520180729.0,38213244290.0,1034853587.0,1267086595.0,1520180729.0,1889716588.0,3.9239,19.58798481,0.668047231
Gianyar,Bali,Electricity,1,0.85,402054550.9,402054550.9,306341170.2,1030330101.0,6576915289.0,1703051080.0,37952443677.0,1113960152.0,1392921862.0,1703051080.0,2165416490.0,3.9239,19.54020997,0.73741218
Gianyar,Bali,Electricity,1,0.95,402433811.6,402433811.6,291764285.4,1091253983.0,6441765908.0,1884892733.0,37679548655.0,1187918691.0,1514753206.0,1884892733.0,2447562811.0,3.9239,19.49145679,0.801978061
Jembrana,Bali,Electricity,1,0.15,247104869.6,247104869.6,244370988.5,312325020.1,4609160213.0,345744618.8,24346414649.0,317294707.7,331967743.4,345744618.8,362958015.7,3.9239,19.31419807,0.14916638
Jembrana,Bali,Electricity,1,0.25,247348561.9,247348561.9,239963352.2,359776565.1,4546456827.0,425506898.8,24270906128.0,369274888.7,397884459.3,425506898.8,461038077.1,3.9239,19.29599677,0.246220677
Jembrana,Bali,Electricity,1,0.35,247598991.7,247598991.7,233698377.3,408781487.3,4476783322.0,515350391.8,24178191186.0,423755780.2,469740350.4,515350391.8,575691854.3,3.9239,19.26954186,0.339938731
Jembrana,Bali,Electricity,1,0.45,247852510.7,247852510.7,226022034.6,458045172.8,4401361722.0,613767388.9,24068490848.0,479342093.0,545965718.7,613767388.9,705910157.5,3.9239,19.23614305,0.429421382
Jembrana,Bali,Electricity,1,0.55,248105931.7,248105931.7,217394364.4,506391963.0,4321624858.0,718854064.3,23942893480.0,534706548.5,624854467.1,718854064.3,849890735.5,3.9239,19.19722361,0.51408705
Jembrana,Bali,Electricity,1,0.65,248356690.4,248356690.4,208233081.7,552867985.1,4239042985.0,828557106.4,23803142020.0,588717406.5,704760765.6,828557106.4,1005308131.0,3.9239,19.1541686,0.593646264
Jembrana,Bali,Electricity,1,0.75,248602872.3,248602872.3,198882297.9,596782719.0,4154986794.0,940887366.6,23651371251.0,640503229.7,784239496.8,940887366.6,1169604660.0,3.9239,19.10822374,0.668047231
Jembrana,Bali,Electricity,1,0.85,248843151.4,248843151.4,189603381.0,637701000.2,4070642463.0,1054067407.0,23489861433.0,689462049.6,862119493.4,1054067407.0,1340238687.0,3.9239,19.06044498,0.73741218
Jembrana,Bali,Electricity,1,0.95,249076686.6,249076686.6,180580456.7,675405292.9,3986975403.0,1166608826.0,23320846460.0,735233578.9,937519906.8,1166608826.0,1514859879.0,3.9239,19.01168698,0.801978061
Karangasem,Bali,Electricity,1,0.15,223690907.6,223690907.6,221216070.3,282731244.1,4172427815.0,312984230.9,22039515439.0,287230038.2,300512757.7,312984230.9,328566604.4,3.9239,19.21465048,0.14916638
Karangasem,Bali,Electricity,1,0.25,223910454.5,223910454.5,217225048.2,325685072.2,4115646386.0,385186970.1,21971058096.0,334283359.2,360181961.3,385186970.1,417351306.3,3.9239,19.19644446,0.246220677
Karangasem,Bali,Electricity,1,0.35,224136138.5,224136138.5,211552767.3,370044738.1,4052556595.0,466515012.8,21887029388.0,383600044.5,425227047.6,466515012.8,521138427.5,3.9239,19.16998502,0.339938731
Karangasem,Bali,Electricity,1,0.45,224364748.7,224364748.7,204603039.3,414638487.2,3984266344.0,555603675.6,21787638484.0,433917203.2,494227235.8,555603675.6,639014527.8,3.9239,19.13658227,0.429421382
Karangasem,Bali,Electricity,1,0.55,224593473.9,224593473.9,196792374.8,458402301.5,3912073899.0,650729833.0,21673877701.0,484033575.5,565638372.5,650729833.0,769348444.7,3.9239,19.0976598,0.51408705
Karangasem,Bali,Electricity,1,0.65,224820045.3,224820045.3,188498931.8,500472949.8,3837310902.0,750035144.5,21547329601.0,532924938.6,637970923.9,750035144.5,910035558.5,3.9239,19.0546029,0.593646264
Karangasem,Bali,Electricity,1,0.75,225042762.0,225042762.0,180034209.6,540225581.9,3761218426.0,851719409.7,21409929261.0,579802697.0,709917068.8,851719409.7,1058761150.0,3.9239,19.00865744,0.668047231
Karangasem,Bali,Electricity,1,0.85,225260437.9,225260437.9,171634784.3,577266465.6,3684870161.0,954174082.1,21263741602.0,624122152.0,780416955.2,954174082.1,1213225085.0,3.9239,18.96087943,0.73741218
Karangasem,Bali,Electricity,1,0.95,225472312.1,225472312.1,163467298.6,611398823.0,3609139718.0,1056052226.0,21110788183.0,665557331.9,848673490.6,1056052226.0,1371300398.0,3.9239,18.91212352,0.801978061
Klungkung,Bali,Electricity,1,0.15,26308401.29,26308401.29,26017334.42,33252165.26,490721355.2,36810234.41,2592078609.0,33781270.72,35343458.12,36810234.41,38642885.28,3.9239,17.07427358,0.14916638
Klungkung,Bali,Electricity,1,0.25,26334456.64,26334456.64,25548175.6,38304327.63,484047569.4,45302438.35,2584050298.0,39315585.54,42361560.39,45302438.35,49085335.92,3.9239,17.05607647,0.246220677
Klungkung,Bali,Electricity,1,0.35,26361239.41,26361239.41,24881276.1,43521932.7,476631815.6,54868054.86,2574190961.0,45116207.85,50012068.93,54868054.86,61292458.0,3.9239,17.02962611,0.339938731
Klungkung,Bali,Electricity,1,0.45,26388356.18,26388356.18,24064109.49,48767144.36,468604092.4,65346574.17,2562523606.0,51034584.44,58127867.29,65346574.17,75156828.63,3.9239,16.99623206,0.429421382
Klungkung,Bali,Electricity,1,0.55,26415461.89,26415461.89,23145647.95,53914783.53,460116837.8,76535300.91,2549163520.0,56929394.46,66527306.5,76535300.91,90486576.36,3.9239,16.95731733,0.51408705
Klungkung,Bali,Electricity,1,0.65,26442277.91,26442277.91,22170359.12,58863277.99,451326487.2,88215611.32,2534295715.0,62680128.51,75035143.98,88215611.32,107034108.6,3.9239,16.91426678,0.593646264
Klungkung,Bali,Electricity,1,0.75,26468595.57,26468595.57,21174876.46,63539090.62,442378899.5,100175701.7,2518147013.0,68193986.62,83497498.96,100175701.7,124527091.8,3.9239,16.86832596,0.668047231
Klungkung,Bali,Electricity,1,0.85,26494269.93,26494269.93,20187025.95,67895870.69,433400314.9,112226300.9,2500959845.0,73406857.06,91789653.19,112226300.9,142694887.7,3.9239,16.82055068,0.73741218
Klungkung,Bali,Electricity,1,0.95,26519208.79,26519208.79,19226411.35,71910439.41,424493494.7,124208907.1,2482971830.0,78280360.38,99817797.05,124208907.1,161287216.3,3.9239,16.77179548,0.801978061
Tabanan,Bali,Electricity,1,0.15,185508651.6,185508651.6,183456249.3,234471272.9,3460227625.0,259560315.9,18277545721.0,238202158.7,249217623.9,259560315.9,272482902.4,3.9239,19.02748677,0.14916638
Tabanan,Bali,Electricity,1,0.25,185695442.1,185695442.1,180151040.4,270100087.9,3413225061.0,319446739.7,18221236494.0,277230897.0,298709359.8,319446739.7,346121557.7,3.9239,19.00930617,0.246220677
Tabanan,Bali,Electricity,1,0.35,185887489.8,185887489.8,175451460.6,306896906.2,3360991127.0,386904607.4,18152025726.0,318139010.7,352662399.7,386904607.4,432206581.1,3.9239,18.98287298,0.339938731
Tabanan,Bali,Electricity,1,0.45,186081752.2,186081752.2,169691951.6,343889388.5,3304437381.0,460801913.5,18070048747.0,359878608.2,409898036.9,460801913.5,529980506.0,3.9239,18.9494953,0.429421382
Tabanan,Bali,Electricity,1,0.55,186275605.0,186275605.0,163217648.5,380194333.1,3244635383.0,539708884.7,17976099710.0,401452658.2,469134869.4,539708884.7,638089987.6,3.9239,18.91059513,0.51408705
Tabanan,Bali,Electricity,1,0.65,186466963.4,186466963.4,156342035.1,415094975.6,3182686449.0,622083211.8,17871471892.0,442010830.9,529136540.2,622083211.8,754788421.8,3.9239,18.8675567,0.593646264
Tabanan,Bali,Electricity,1,0.75,186654294.3,186654294.3,149323435.5,448072285.9,3119618533.0,706430564.5,17757759471.0,480898218.2,588817291.1,706430564.5,878154505.3,3.9239,18.82162522,0.668047231
Tabanan,Bali,Electricity,1,0.85,186836556.5,186836556.5,142358118.4,478799027.6,3056322089.0,791415489.8,17636671118.0,517662288.1,647297048.2,791415489.8,1006278773.0,3.9239,18.7738564,0.73741218
Tabanan,Bali,Electricity,1,0.95,187013109.3,187013109.3,135584398.3,507111466.7,2993522505.0,875919568.5,17509884477.0,552032065.0,703913783.3,875919568.5,1137395314.0,3.9239,18.72510487,0.801978061
Badung,Bali,Healthcare Facilities,0,0.15,2619695841.0,2619695841.0,2590712450.0,3311130846.0,48864265034.0,3665430556.0,258110000000.0,3363817262.0,3519374256.0,3665430556.0,3847919329.0,3.9239,21.67519875,0.14916638
Badung,Bali,Healthcare Facilities,0,0.25,2622298534.0,2622298534.0,2544003256.0,3814218899.0,48199864127.0,4511067736.0,257311000000.0,3914916634.0,4218224786.0,4511067736.0,4887756228.0,3.9239,21.65700476,0.246220677
Badung,Bali,Healthcare Facilities,0,0.35,2624963052.0,2624963052.0,2477593312.0,4333766843.0,47461383965.0,5463575308.0,256329000000.0,4492519370.0,4980032655.0,5463575308.0,6103295643.0,3.9239,21.63055349,0.339938731
Badung,Bali,Healthcare Facilities,0,0.45,2627646185.0,2627646185.0,2396207064.0,4856035743.0,46661707425.0,6506948562.0,255166000000.0,5081818290.0,5788138816.0,6506948562.0,7483814173.0,3.9239,21.59715293,0.429421382
Badung,Bali,Healthcare Facilities,0,0.55,2630311552.0,2630311552.0,2304720826.0,5368548107.0,45815993624.0,7620979217.0,253832000000.0,5668727070.0,6624436229.0,7620979217.0,9010173210.0,3.9239,21.55822539,0.51408705
Badung,Bali,Healthcare Facilities,0,0.65,2632931040.0,2632931040.0,2207564222.0,5861180048.0,44939831630.0,8783873387.0,252347000000.0,6241234453.0,7471457653.0,8783873387.0,10657683419.0,3.9239,21.51515558,0.593646264
Badung,Bali,Healthcare Facilities,0,0.75,2635484671.0,2635484671.0,2108387736.0,6326603119.0,44047777484.0,9974519635.0,250733000000.0,6790092276.0,8313866821.0,9974519635.0,12399193630.0,3.9239,21.46918939,0.668047231
Badung,Bali,Healthcare Facilities,0,0.85,2637959516.0,2637959516.0,2009965074.0,6760199797.0,43152443454.0,11174055346.0,249013000000.0,7308913121.0,9139236135.0,11174055346.0,14207726347.0,3.9239,21.42138318,0.73741218
Badung,Bali,Healthcare Facilities,0,0.95,2640348235.0,2640348235.0,1914250975.0,7159663144.0,42264105933.0,12366687530.0,247214000000.0,7793875488.0,9938220493.0,12366687530.0,16058337948.0,3.9239,21.37259225,0.801978061
Bangli,Bali,Healthcare Facilities,0,0.15,9183246329.0,9183246329.0,9081646132.0,11607046023.0,171292000000.0,12849030478.0,904794000000.0,11791736294.0,12337035551.0,12849030478.0,13488738082.0,3.9239,22.92952131,0.14916638
Bangli,Bali,Healthcare Facilities,0,0.25,9192212090.0,9192212090.0,8917755619.0,13370372832.0,168960000000.0,15813108554.0,901979000000.0,13723358933.0,14786576117.0,15813108554.0,17133553372.0,3.9239,22.91131014,0.246220677
Bangli,Bali,Healthcare Facilities,0,0.35,9201450993.0,9201450993.0,8684866410.0,15191430288.0,166369000000.0,19151820213.0,898527000000.0,15747915681.0,17456827201.0,19151820213.0,21394272845.0,3.9239,22.88484785,0.339938731
