Regency/City,Province,Exposure,Climate Change,CV,AAL,Lognormal_Mean,Lognormal_Median,VaR_95%,TVaR_95%,VaR_99%,TVaR_99%,PML_25,PML_50,PML_100,PML_250,Prob_Any_Loss (%),μ,σ
Badung,Bali,Educational Facilities,1,0.15,1042596707.0,1042596707.0,1031061785.0,1317776692.0,19447189646.0,1458782264.0,102724000000.0,1338745036.0,1400654211.0,1458782264.0,1531409853.0,3.9239,20.75385497,0.14916638
Badung,Bali,Educational Facilities,1,0.25,1043622069.0,1043622069.0,1012462123.0,1517982398.0,19182576372.0,1795314218.0,102405000000.0,1558058071.0,1678768614.0,1795314218.0,1945228661.0,3.9239,20.73565095,0.246220677
Badung,Bali,Educational Facilities,1,0.35,1044676108.0,1044676108.0,986026274.6,1724741488.0,18888560681.0,2174379783.0,102013000000.0,1787921414.0,1981940709.0,2174379783.0,2428974052.0,3.9239,20.70919356,0.339938731
Badung,Bali,Educational Facilities,1,0.45,1045743727.0,1045743727.0,953636193.3,1932592350.0,18570303757.0,2589618297.0,101550000000.0,2022448695.0,2303548283.0,2589618297.0,2978388707.0,3.9239,20.67579281,0.429421382
Badung,Bali,Educational Facilities,1,0.55,1046811696.0,1046811696.0,917233061.4,2136575397.0,18233854448.0,3032998191.0,101020000000.0,2256040656.0,2636393898.0,3032998191.0,3585869778.0,3.9239,20.63687215,0.51408705
Badung,Bali,Educational Facilities,1,0.65,1047869338.0,1047869338.0,878579357.1,2332666813.0,17885417775.0,3495857450.0,100430000000.0,2483923094.0,2973534539.0,3495857450.0,4241607357.0,3.9239,20.59381679,0.593646264
Badung,Bali,Educational Facilities,1,0.75,1048908648.0,1048908648.0,839126918.1,2517953831.0,17530777252.0,3969804878.0,99790189870.0,2702420009.0,3308874038.0,3969804878.0,4934812016.0,3.9239,20.54787253,0.668047231
Badung,Bali,Educational Facilities,1,0.85,1049924047.0,1049924047.0,799978412.0,2690600931.0,17174936836.0,4447342477.0,99108897448.0,2908992195.0,3637471966.0,4447342477.0,5654762119.0,3.9239,20.5000953,0.73741218
Badung,Bali,Educational Facilities,1,0.95,1050911963.0,1050911963.0,761910577.9,2849690640.0,16821968387.0,4922191587.0,98396027632.0,3102119971.0,3955612624.0,4922191587.0,6391543068.0,3.9239,20.45133975,0.801978061
Bangli,Bali,Educational Facilities,1,0.15,74761843.16,74761843.16,73934704.51,94494269.59,1394506363.0,104605405.0,7366033848.0,95997853.9,100437196.6,104605405.0,109813336.7,3.9239,18.11869289,0.14916638
Bangli,Bali,Educational Facilities,1,0.25,74836020.3,74836020.3,72601603.84,108851436.7,1375543617.0,128738338.6,7343232602.0,111725181.9,120381090.0,128738338.6,139488399.0,3.9239,18.10049757,0.246220677
Bangli,Bali,Educational Facilities,1,0.35,74911890.55,74911890.55,70706213.89,123678185.5,1354465541.0,155920958.6,7315191388.0,128208707.2,142121490.4,155920958.6,174177466.9,3.9239,18.07404402,0.339938731
Bangli,Bali,Educational Facilities,1,0.45,74988210.48,74988210.48,68383361.77,138582367.9,1331639685.0,185696396.7,7281963990.0,145025788.4,165182882.8,185696396.7,213574352.5,3.9239,18.0406401,0.429421382
Bangli,Bali,Educational Facilities,1,0.55,75063938.98,75063938.98,65772217.5,153207846.1,1307498706.0,217487817.6,7243873142.0,161774365.7,189048432.9,217487817.6,257132692.8,3.9239,18.00170808,0.51408705
Bangli,Bali,Educational Facilities,1,0.65,75138276.77,75138276.77,62999208.5,167265667.8,1282487637.0,250673147.1,7201445107.0,178111615.8,213219581.0,250673147.1,304147717.7,3.9239,17.95863272,0.593646264
Bangli,Bali,Educational Facilities,1,0.75,75210660.68,75210660.68,60168528.54,180546677.3,1257022089.0,284649810.4,7155328661.0,193773590.0,237258605.0,284649810.4,353844420.0,3.9239,17.91265999,0.668047231
Bangli,Bali,Educational Facilities,1,0.85,75280730.86,75280730.86,57359348.71,192919102.2,1231462220.0,318879440.0,7106219023.0,208578000.6,260810816.7,318879440.0,405452781.5,3.9239,17.8648464,0.73741218
Bangli,Bali,Educational Facilities,1,0.95,75348287.7,75348287.7,54627465.9,204317124.3,1206101518.0,352911300.7,7054798555.0,222415802.9,283609520.6,352911300.7,458260865.7,3.9239,17.81604735,0.801978061
Buleleng,Bali,Educational Facilities,1,0.15,2188904331.0,2188904331.0,2164687066.0,2766637462.0,40828862541.0,3062674947.0,215665000000.0,2810659948.0,2940636632.0,3062674947.0,3215154658.0,3.9239,21.49554165,0.14916638
Buleleng,Bali,Educational Facilities,1,0.25,2191050874.0,2191050874.0,2125631573.0,3186955087.0,40273200421.0,3769204298.0,214995000000.0,3271092670.0,3524520563.0,3769204298.0,4083944836.0,3.9239,21.47733481,0.246220677
Buleleng,Bali,Educational Facilities,1,0.35,2193260825.0,2193260825.0,2070127557.0,3621034221.0,39655870228.0,4565034040.0,214173000000.0,3753678259.0,4161014960.0,4565034040.0,5099545773.0,3.9239,21.45087606,0.339938731
Buleleng,Bali,Educational Facilities,1,0.45,2195503977.0,2195503977.0,2002127291.0,4057412999.0,38987731613.0,5436816999.0,213201000000.0,4246063390.0,4836222572.0,5436816999.0,6253027472.0,3.9239,21.4174761,0.429421382
Buleleng,Bali,Educational Facilities,1,0.55,2197753409.0,2197753409.0,1925706500.0,4485683415.0,38281494114.0,6367699311.0,212089000000.0,4736497559.0,5535039109.0,6367699311.0,7528438552.0,3.9239,21.37855875,0.51408705
Buleleng,Bali,Educational Facilities,1,0.65,2199987000.0,2199987000.0,1844565056.0,4897401305.0,37550184135.0,7339503757.0,210852000000.0,5214961749.0,6242894120.0,7339503757.0,8905195242.0,3.9239,21.33550934,0.593646264
Buleleng,Bali,Educational Facilities,1,0.75,2202187827.0,2202187827.0,1761750262.0,5286453961.0,36805935723.0,8334620939.0,209510000000.0,5673741427.0,6946994044.0,8334620939.0,10360657219.0,3.9239,21.28957362,0.668047231
Buleleng,Bali,Educational Facilities,1,0.85,2204343798.0,2204343798.0,1679576210.0,5648989080.0,36059242205.0,9337315245.0,208082000000.0,6107507418.0,7636970308.0,9337315245.0,11872325285.0,3.9239,21.24180734,0.73741218
Buleleng,Bali,Educational Facilities,1,0.95,2206446885.0,2206446885.0,1599672742.0,5983080652.0,35318638520.0,10334409232.0,206588000000.0,6513069778.0,8305024071.0,10334409232.0,13419392666.0,3.9239,21.19306491,0.801978061
Denpasar CIty,Bali,Educational Facilities,1,0.15,376885671.6,376885671.6,372715941.6,476359794.7,7029915863.0,527331545.8,37133282122.0,483939588.9,506318981.7,527331545.8,553585511.0,3.9239,19.73632714,0.14916638
Denpasar CIty,Bali,Educational Facilities,1,0.25,377255060.6,377255060.6,365991167.7,548729812.1,6934238197.0,648981460.3,37017891239.0,563216618.0,606851823.5,648981460.3,703173474.7,3.9239,19.71811976,0.246220677
Denpasar CIty,Bali,Educational Facilities,1,0.35,377635418.1,377635418.1,356434345.0,623469291.2,6827943563.0,786007080.7,36876326814.0,646307927.6,716443117.9,786007080.7,878039254.5,3.9239,19.69166062,0.339938731
Denpasar CIty,Bali,Educational Facilities,1,0.45,378021567.7,378021567.7,344725997.0,698604802.7,6712902177.0,936110390.6,36708962998.0,731086600.7,832700126.1,936110390.6,1076645396.0,3.9239,19.65826045,0.429421382
Denpasar CIty,Bali,Educational Facilities,1,0.55,378408893.7,378408893.7,331567892.7,772344382.0,6591302635.0,1096389632.0,36517481750.0,815529528.4,953022307.7,1096389632.0,1296245562.0,3.9239,19.61934315,0.51408705
Denpasar CIty,Bali,Educational Facilities,1,0.65,378793600.2,378793600.2,317597076.0,843234197.3,6465387949.0,1263715218.0,36304549904.0,897911731.4,1074901051.0,1263715218.0,1533295863.0,3.9239,19.57629408,0.593646264
Denpasar CIty,Bali,Educational Facilities,1,0.75,379172780.5,379172780.5,303338224.4,910221836.0,6337247356.0,1435055338.0,36073421496.0,976905005.9,1196133688.0,1435055338.0,1783898338.0,3.9239,19.53035899,0.668047231
Denpasar CIty,Bali,Educational Facilities,1,0.85,379544353.7,379544353.7,289189766.0,972644063.5,6208687496.0,1607700796.0,35827565378.0,1051591842.0,1314935067.0,1607700796.0,2044179329.0,3.9239,19.48259366,0.73741218
Denpasar CIty,Bali,Educational Facilities,1,0.95,379906934.8,379906934.8,275432312.6,1030169295.0,6081177751.0,1779382845.0,35570375608.0,1121423041.0,1429962471.0,1779382845.0,2310556565.0,3.9239,19.43385247,0.801978061
Gianyar,Bali,Educational Facilities,1,0.15,1027703538.0,1027703538.0,1016333389.0,1298952662.0,19169392601.0,1437944014.0,101256000000.0,1319621480.0,1380646302.0,1437944014.0,1509534140.0,3.9239,20.73946727,0.14916638
Gianyar,Bali,Educational Facilities,1,0.25,1028710747.0,1028710747.0,997996015.6,1496293393.0,18908494804.0,1769662683.0,100942000000.0,1535796463.0,1654782288.0,1769662683.0,1917435141.0,3.9239,20.72125984,0.246220677
Gianyar,Bali,Educational Facilities,1,0.35,1029747314.0,1029747314.0,971935607.4,1700094317.0,18618636410.0,2143307120.0,100555000000.0,1762371379.0,1953618069.0,2143307120.0,2394263146.0,3.9239,20.69480011,0.339938731
Gianyar,Bali,Educational Facilities,1,0.45,1030798952.0,1030798952.0,940007731.9,1904973578.0,18304914639.0,2552609935.0,100099000000.0,1993545782.0,2270628162.0,2552609935.0,2935824409.0,3.9239,20.66139866,0.429421382
Gianyar,Bali,Educational Facilities,1,0.55,1031853000.0,1031853000.0,904126014.0,2106044231.0,17973296904.0,2989657352.0,99576605414.0,2223802359.0,2598720441.0,2989657352.0,3534628531.0,3.9239,20.6224793,0.51408705
Gianyar,Bali,Educational Facilities,1,0.65,1032899112.0,1032899112.0,866027667.1,2299341524.0,17629900481.0,3445914416.0,98995699381.0,2448436906.0,2931053591.0,3445914416.0,4181010280.0,3.9239,20.57942741,0.593646264
Gianyar,Bali,Educational Facilities,1,0.75,1033929422.0,1033929422.0,827143537.3,2481995504.0,17280424207.0,3913112997.0,98365108852.0,2663827363.0,3261620760.0,3913112997.0,4864339088.0,3.9239,20.5334888,0.668047231
Gianyar,Bali,Educational Facilities,1,0.85,1034938342.0,1034938342.0,788560213.9,2652197626.0,16929796682.0,4383864967.0,97694302993.0,2867471763.0,3585553846.0,4383864967.0,5574050949.0,3.9239,20.48571933,0.73741218
Gianyar,Bali,Educational Facilities,1,0.95,1035922194.0,1035922194.0,751043004.0,2809043843.0,16582026862.0,4851983504.0,96992547825.0,3057872628.0,3899191419.0,4851983504.0,6300376770.0,3.9239,20.43697347,0.801978061
Jembrana,Bali,Educational Facilities,1,0.15,1792848807.0,1792848807.0,1773013361.0,2266048179.0,33441378165.0,2508521294.0,176643000000.0,2302105333.0,2408564323.0,2508521294.0,2633411662.0,3.9239,21.2959464,0.14916638
Jembrana,Bali,Educational Facilities,1,0.25,1794604077.0,1794604077.0,1741021686.0,2610310267.0,32986203337.0,3087207823.0,176094000000.0,2679224070.0,2886796945.0,3087207823.0,3344999488.0,3.9239,21.27773795,0.246220677
Jembrana,Bali,Educational Facilities,1,0.35,1796410902.0,1796410902.0,1695557441.0,2965842127.0,32480513387.0,3739034055.0,175421000000.0,3074485473.0,3408118428.0,3739034055.0,4176830915.0,3.9239,21.2512774,0.339938731
Jembrana,Bali,Educational Facilities,1,0.45,1798244626.0,1798244626.0,1639857946.0,3323255707.0,31933205127.0,4453067293.0,174624000000.0,3477771278.0,3961145751.0,4453067293.0,5121590836.0,3.9239,21.21787546,0.429421382
Jembrana,Bali,Educational Facilities,1,0.55,1800083333.0,1800083333.0,1577261653.0,3674026358.0,31354691219.0,5215502955.0,173713000000.0,3879457212.0,4533507538.0,5215502955.0,6166213509.0,3.9239,21.17895605,0.51408705
Jembrana,Bali,Educational Facilities,1,0.65,1801909054.0,1801909054.0,1510799143.0,4011238136.0,30755643909.0,6011452919.0,172700000000.0,4271337418.0,5113269959.0,6011452919.0,7293839434.0,3.9239,21.13590458,0.593646264
Jembrana,Bali,Educational Facilities,1,0.75,1803708073.0,1803708073.0,1442966458.0,4329884840.0,30146004159.0,6826494492.0,171600000000.0,4647093717.0,5689954819.0,6826494492.0,8485925149.0,3.9239,21.08996687,0.668047231
Jembrana,Bali,Educational Facilities,1,0.85,1805470608.0,1805470608.0,1375659044.0,4626811733.0,29534368463.0,7647739998.0,170430000000.0,5002361765.0,6255070301.0,7647739998.0,9724043214.0,3.9239,21.04219876,0.73741218
Jembrana,Bali,Educational Facilities,1,0.95,1807190179.0,1807190179.0,1310211856.0,4900441824.0,28927728610.0,8464397218.0,169206000000.0,5334529383.0,6802229432.0,8464397218.0,10991152701.0,3.9239,20.99345468,0.801978061
Karangasem,Bali,Educational Facilities,1,0.15,421933229.3,421933229.3,417265108.9,533297075.5,7870172110.0,590361265.4,41571667003.0,541782850.6,566837158.0,590361265.4,619753256.5,3.9239,19.84923233,0.14916638
Karangasem,Bali,Educational Facilities,1,0.25,422348077.1,422348077.1,409737819.4,614319077.9,7763082526.0,726553731.0,41442612216.0,630537481.0,679388370.1,726553731.0,787223276.6,3.9239,19.83102805,0.246220677
Karangasem,Bali,Educational Facilities,1,0.35,422774733.7,422774733.7,399039465.3,697993490.4,7644097676.0,879959660.4,41284208268.0,723562062.5,802080615.0,879959660.4,982992575.0,3.9239,19.80457088,0.339938731
Karangasem,Bali,Educational Facilities,1,0.45,423207161.6,423207161.6,385931711.8,782110283.7,7515307376.0,1048005339.0,41096850977.0,818474689.1,932234261.0,1048005339.0,1205338745.0,3.9239,19.771171,0.429421382
Karangasem,Bali,Educational Facilities,1,0.55,423640043.2,423640043.2,371200145.4,864662572.1,7379159896.0,1227440895.0,40882410010.0,913009631.5,1066936899.0,1227440895.0,1451185570.0,3.9239,19.73225195,0.51408705
Karangasem,Bali,Educational Facilities,1,0.65,424069061.9,424069061.9,355557997.8,944022113.4,7238166117.0,1414761302.0,40643866239.0,1005235002.0,1203379044.0,1414761302.0,1716563685.0,3.9239,19.68919894,0.593646264
Karangasem,Bali,Educational Facilities,1,0.75,424490961.3,424490961.3,339592769.1,1019010230.0,7094665971.0,1606571071.0,40384864522.0,1093663276.0,1339093852.0,1606571071.0,1997107281.0,3.9239,19.64325772,0.668047231
Karangasem,Bali,Educational Facilities,1,0.85,424903454.7,424903454.7,323750648.4,1088884128.0,6950683735.0,1799836082.0,40109294613.0,1177266905.0,1472082109.0,1799836082.0,2288477883.0,3.9239,19.59548417,0.73741218
Karangasem,Bali,Educational Facilities,1,0.95,425305060.8,425305060.8,308345928.2,1153272485.0,6807866442.0,1992015569.0,39820965012.0,1255430873.0,1600840153.0,1992015569.0,2586663497.0,3.9239,19.54673285,0.801978061
Klungkung,Bali,Educational Facilities,1,0.15,1140346786.0,1140346786.0,1127730392.0,1441326646.0,21270487483.0,1595552388.0,112355000000.0,1464260906.0,1531974461.0,1595552388.0,1674989276.0,3.9239,20.84347295,0.14916638
Klungkung,Bali,Educational Facilities,1,0.25,1141468568.0,1141468568.0,1107387170.0,1660303328.0,20981070293.0,1963636848.0,112006000000.0,1704136362.0,1836164320.0,1963636848.0,2127606765.0,3.9239,20.82526918,0.246220677
Klungkung,Bali,Educational Facilities,1,0.35,1142622358.0,1142622358.0,1078473661.0,1886448986.0,20659505440.0,2378244256.0,111578000000.0,1955552506.0,2167762571.0,2378244256.0,2656708654.0,3.9239,20.7988126,0.339938731
Klungkung,Bali,Educational Facilities,1,0.45,1143791822.0,1143791822.0,1043048360.0,2113790662.0,20311440575.0,2832418836.0,111071000000.0,2212071866.0,2519527126.0,2832418836.0,3257640049.0,3.9239,20.76541338,0.429421382
Klungkung,Bali,Educational Facilities,1,0.55,1144962562.0,1144962562.0,1003234412.0,2336904383.0,19943492017.0,3317377321.0,110492000000.0,2467570910.0,2883586726.0,3317377321.0,3922087098.0,3.9239,20.72649503,0.51408705
Klungkung,Bali,Educational Facilities,1,0.65,1146122884.0,1146122884.0,960959415.6,2551389489.0,19562445298.0,3823646783.0,109847000000.0,2716828327.0,3252348225.0,3823646783.0,4639321985.0,3.9239,20.68344273,0.593646264
Klungkung,Bali,Educational Facilities,1,0.75,1147263960.0,1147263960.0,917811168.1,2754060318.0,19174624006.0,4342050259.0,109147000000.0,2955823739.0,3619144471.0,4342050259.0,5397545334.0,3.9239,20.63750223,0.668047231
Klungkung,Bali,Educational Facilities,1,0.85,1148379586.0,1148379586.0,874995558.2,2942909243.0,18785498733.0,4864387407.0,108403000000.0,3181779922.0,3978572129.0,4864387407.0,6185031575.0,3.9239,20.58972937,0.73741218
Klungkung,Bali,Educational Facilities,1,0.95,1149465740.0,1149465740.0,833362010.1,3116932601.0,18399520618.0,5383791214.0,107624000000.0,3393034576.0,4326567162.0,5383791214.0,6990937431.0,3.9239,20.54097869,0.801978061
Tabanan,Bali,Educational Facilities,1,0.15,1235324313.0,1235324313.0,1221657121.0,1561372269.0,23042069882.0,1728443208.0,121712000000.0,1586216684.0,1659569984.0,1728443208.0,1814496258.0,3.9239,20.92347407,0.14916638
Tabanan,Bali,Educational Facilities,1,0.25,1236532350.0,1236532350.0,1199612586.0,1798576706.0,22728415735.0,2127172447.0,121334000000.0,1846060242.0,1989083752.0,2127172447.0,2304798106.0,3.9239,20.9052645,0.246220677
Tabanan,Bali,Educational Facilities,1,0.35,1237777090.0,1237777090.0,1168286249.0,2043547739.0,22379977372.0,2576298488.0,120870000000.0,2118406027.0,2348288415.0,2576298488.0,2877952705.0,3.9239,20.87880377,0.339938731
Tabanan,Bali,Educational Facilities,1,0.45,1239042005.0,1239042005.0,1129909050.0,2289818279.0,22002892121.0,3068290792.0,120321000000.0,2396283929.0,2729342773.0,3068290792.0,3528922643.0,3.9239,20.84540298,0.429421382
Tabanan,Bali,Educational Facilities,1,0.55,1240312249.0,1240312249.0,1086781324.0,2531516075.0,21604337342.0,3593640405.0,119693000000.0,2673064191.0,3123724789.0,3593640405.0,4248708936.0,3.9239,20.80648625,0.51408705
Tabanan,Bali,Educational Facilities,1,0.65,1241575514.0,1241575514.0,1040991064.0,2763877033.0,21191665754.0,4142091817.0,118996000000.0,2943094125.0,3523213762.0,4142091817.0,5025698952.0,3.9239,20.76343904,0.593646264
Tabanan,Bali,Educational Facilities,1,0.75,1242822294.0,1242822294.0,994257835.0,2983452527.0,20771723871.0,4703709913.0,118239000000.0,3202021302.0,3920591589.0,4703709913.0,5847119674.0,3.9239,20.71750712,0.668047231
Tabanan,Bali,Educational Facilities,1,0.85,1244045708.0,1244045708.0,947887337.7,3188069221.0,20350430598.0,5269616726.0,117433000000.0,3446839097.0,4310008328.0,5269616726.0,6700277570.0,3.9239,20.66974621,0.73741218
Tabanan,Bali,Educational Facilities,1,0.95,1245241104.0,1245241104.0,902799095.1,3376640521.0,19932598756.0,5832377499.0,116591000000.0,3675747763.0,4687063811.0,5832377499.0,7573433767.0,3.9239,20.6210106,0.801978061
Badung,Bali,Electricity,0,0.15,580819856.4,580819856.4,574393870.5,734119783.2,10833828477.0,812672531.1,57226233878.0,745801031.1,780289993.4,812672531.1,853132610.8,3.9239,20.1688259,0.14916638
Badung,Bali,Electricity,0,0.25,581380764.5,581380764.5,564022188.4,845637318.1,10686225649.0,1000133270.0,57047584400.0,867962665.6,935208069.9,1000133270.0,1083647577.0,3.9239,20.15060415,0.246220677
Badung,Bali,Electricity,0,0.35,581961415.6,581961415.6,549289145.2,960807842.5,10522317323.0,1211289438.0,56828883966.0,996003707.5,1104086723.0,1211289438.0,1353117168.0,3.9239,20.12413554,0.339938731
Badung,Bali,Electricity,0,0.45,582555250.4,582555250.4,531244660.8,1076594381.0,10345008704.0,1442605580.0,56570843985.0,1126650895.0,1283243793.0,1442605580.0,1659178951.0,3.9239,20.09073323,0.429421382
Badung,Bali,Electricity,0,0.55,583156080.7,583156080.7,510970635.1,1190239792.0,10157684650.0,1689617478.0,56276139084.0,1256791295.0,1468677832.0,1689617478.0,1997610242.0,3.9239,20.05182268,0.51408705
Badung,Bali,Electricity,0,0.65,583758520.1,583758520.1,489448604.6,1299507560.0,9963804297.0,1947510532.0,55948913375.0,1383771065.0,1656529167.0,1947510532.0,2362961052.0,3.9239,20.00879002,0.593646264
Badung,Bali,Electricity,0,0.75,584358176.1,584358176.1,467486540.9,1402778890.0,9766582670.0,2211620567.0,55594177318.0,1505546961.0,1843408959.0,2211620567.0,2749236319.0,3.9239,19.96288112,0.668047231
Badung,Bali,Electricity,0,0.85,584951656.5,584951656.5,445697666.1,1499033645.0,9568794793.0,2477779566.0,55217245390.0,1620707525.0,2026570644.0,2477779566.0,3150477864.0,3.9239,19.9151514,0.73741218
Badung,Bali,Electricity,0,0.95,585536465.9,585536465.9,424513606.2,1587761720.0,9372693685.0,2742496772.0,54823300438.0,1728407734.0,2203948111.0,2742496772.0,3561175124.0,3.9239,19.86645462,0.801978061
Bangli,Bali,Electricity,0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.14916638
Bangli,Bali,Electricity,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.246220677
Bangli,Bali,Electricity,0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.339938731
Bangli,Bali,Electricity,0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.429421382
Bangli,Bali,Electricity,0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.51408705
Bangli,Bali,Electricity,0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.593646264
Bangli,Bali,Electricity,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.668047231
Bangli,Bali,Electricity,0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.73741218
Bangli,Bali,Electricity,0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,0.801978061
Buleleng,Bali,Electricity,0,0.15,328214296.2,328214296.2,324583049.0,414842236.0,6122065816.0,459231446.5,32337854615.0,421443168.3,440932465.0,459231446.5,482094949.5,3.9239,19.59805199,0.14916638
Buleleng,Bali,Electricity,0,0.25,328532038.8,328532038.8,318722893.5,477860584.9,6038671580.0,565164591.8,32236978512.0,490476399.5,528476056.8,565164591.8,612357631.3,3.9239,19.57983261,0.246220677
Buleleng,Bali,Electricity,0,0.35,328860581.8,328860581.8,310397808.2,542942912.6,5946056394.0,684487559.9,32113434570.0,562831744.3,623908376.4,684487559.9,764632993.2,3.9239,19.55336528,0.339938731
Buleleng,Bali,Electricity,0,0.45,329196054.0,329196054.0,300200961.0,608372547.9,5845859327.0,815201758.3,31967609249.0,636658975.6,725148031.4,815201758.3,937585169.9,3.9239,19.51996268,0.429421382
Buleleng,Bali,Electricity,0,0.55,329534859.1,329534859.1,288743686.0,672590949.4,5739991901.0,954783592.4,31801005216.0,710198445.9,829933115.0,954783592.4,1128826795.0,3.9239,19.48104995,0.51408705
Buleleng,Bali,Electricity,0,0.65,329873911.6,329873911.6,276580675.4,734333850.7,5630408781.0,1100511418.0,31615961514.0,781949998.5,936081851.0,1100511418.0,1335276794.0,3.9239,19.43801311,0.593646264
Buleleng,Bali,Electricity,0,0.75,330210732.5,330210732.5,264168586.0,792686170.1,5518927516.0,1249748660.0,31415311299.0,850758636.1,1041678627.0,1249748660.0,1553546054.0,3.9239,19.39209804,0.668047231
Buleleng,Bali,Electricity,0,0.85,330543438.5,330543438.5,251854042.0,847071257.9,5407117490.0,1400139257.0,31202062513.0,915826516.6,1145170924.0,1400139257.0,1780266411.0,3.9239,19.34436028,0.73741218
Buleleng,Bali,Electricity,0,0.95,330870671.3,330870671.3,239881049.3,897200801.0,5296253320.0,1549710054.0,30979150362.0,976676023.8,1245390908.0,1549710054.0,2012322840.0,3.9239,19.29565373,0.801978061
Denpasar CIty,Bali,Electricity,0,0.15,90465660.04,90465660.04,89464779.9,114342906.9,1687424135.0,126577898.6,8913278295.0,116162320.9,121534153.0,126577898.6,132879762.8,3.9239,18.30935559,0.14916638
Denpasar CIty,Bali,Electricity,0,0.25,90556564.9,90556564.9,87852772.28,131717482.5,1664499319.0,155781957.3,8885800141.0,135194905.4,145669130.2,155781957.3,168790245.8,3.9239,18.29117293,0.246220677
Denpasar CIty,Bali,Electricity,0,0.35,90649976.54,90649976.54,85560737.86,149661482.8,1639022438.0,188678074.2,8852024997.0,155143812.4,171979503.8,188678074.2,210770055.0,3.9239,18.26473707,0.339938731
Denpasar CIty,Bali,Electricity,0,0.45,90744435.39,90744435.39,82751802.1,167700744.6,1611438526.0,224714185.9,8812021338.0,175498031.0,199890454.0,224714185.9,258449747.0,3.9239,18.23135635,0.429421382
Denpasar CIty,Bali,Electricity,0,0.55,90838669.38,90838669.38,79594287.23,185404564.0,1582270319.0,263193008.8,8766177292.0,195771342.7,228777070.9,263193008.8,311169277.5,3.9239,18.19245288,0.51408705
Denpasar CIty,Bali,Electricity,0,0.65,90931658.92,90931658.92,76241068.94,202423389.4,1552054870.0,303362361.9,8715123348.0,215549056.9,258036397.0,303362361.9,368076800.7,3.9239,18.14941084,0.593646264
Denpasar CIty,Bali,Electricity,0,0.75,91022648.04,91022648.04,72818118.43,218504086.0,1521293367.0,344493443.7,8659636234.0,234511771.7,287138901.6,344493443.7,428235250.4,3.9239,18.10347536,0.668047231
Denpasar CIty,Bali,Electricity,0,0.85,91111119.5,91111119.5,69421144.23,233487044.7,1490419928.0,385934918.9,8600548416.0,252438770.5,315655350.5,385934918.9,490713312.7,3.9239,18.05570205,0.73741218
Denpasar CIty,Bali,Electricity,0,0.95,91196752.64,91196752.64,66117594.01,247292391.3,1459788207.0,427141287.2,8538677367.0,269197875.4,343262840.9,427141287.2,554649668.7,3.9239,18.00694544,0.801978061
Gianyar,Bali,Electricity,0,0.15,332252246.7,332252246.7,328576325.1,419945951.6,6197384287.0,464881273.1,32735700350.0,426628093.8,446357163.1,464881273.1,488026061.0,3.9239,19.61027971,0.14916638
Gianyar,Bali,Electricity,0,0.25,332576106.0,332576106.0,322646214.9,483742812.7,6113004644.0,572121488.8,32633799796.0,496513921.8,534981336.1,572121488.8,619895451.3,3.9239,19.59206697,0.246220677
Gianyar,Bali,Electricity,0,0.35,332910255.3,332910255.3,314220126.3,549628850.8,6019277657.0,692916515.1,32508887633.0,569762598.7,631591344.0,692916515.1,774048879.8,3.9239,19.56560434,0.339938731
Gianyar,Bali,Electricity,0,0.45,333250438.5,333250438.5,303898241.5,615865275.1,5917857035.0,825241797.8,32361322898.0,644500078.9,734078967.6,825241797.8,949132485.7,3.9239,19.53220347,0.429421382
Gianyar,Bali,Electricity,0,0.55,333592786.0,333592786.0,292299306.1,680873305.2,5810674765.0,966540898.0,32192606139.0,718943904.2,840152998.6,966540898.0,1142727287.0,3.9239,19.49328886,0.51408705
Gianyar,Bali,Electricity,0,0.65,333934050.4,333934050.4,279984872.8,743372144.6,5699708717.0,1114056682.0,32005095624.0,791574359.1,947603290.2,1114056682.0,1351711586.0,3.9239,19.45024613,0.593646264
Gianyar,Bali,Electricity,0,0.75,334271686.2,334271686.2,267417349.0,802434677.9,5586799657.0,1265118153.0,31801658908.0,861221323.0,1054489260.0,1265118153.0,1572651668.0,3.9239,19.4043211,0.668047231
Gianyar,Bali,Electricity,0,0.85,334603817.4,334603817.4,254947804.4,857476638.6,5473538249.0,1417338497.0,31585347077.0,927076483.4,1159238146.0,1417338497.0,1802135114.0,3.9239,19.35656939,0.73741218
