Regency/City,Province,Exposure,Year,Climate Change Scenario,CV,AAL,Lognormal_Mean,Lognormal_Median,VaR_95%,TVaR_95%,VaR_99%,TVaR_99%,PML_25,PML_50,PML_100,PML_250,Prob_Any_Loss (%),μ,σ
Denpasar CIty,Bali,Rice Field,2022,0,0.85,4375315332.97982,4375315332.97982,3333724779.79314,11212456311.5721,71572572039.1931,18533269895.8634,413013379313.528,12122551332.7426,15158322085.2492,18533269895.8634,23564911650.2076,3.9239,21.9273560683154,0.737412180470106
Denpasar CIty,Bali,Rice Field,2022,0,0.95,4379233911.07731,4379233911.07731,3174942105.1085,11874888024.7032,70098483033.7794,20511164659.3427,410024089630.853,12926781168.1047,16483353077.81,20511164659.3427,26634069391.6031,3.9239,21.8785552345133,0.801978061267079
Gianyar,Bali,Rice Field,2022,0,0.15,17396871273.5628,17396871273.5628,17204398428.5965,21988551574.8776,324497720482.533,24341384431.6446,1714055422265.11,22338431427.8043,23371454025.7676,24341384431.6446,25553255531.2126,3.9239,23.5684309106671,0.14916638004195
Gianyar,Bali,Rice Field,2022,0,0.25,17414478005.1429,17414478005.1429,16894525230.6352,25329927259.6859,320091500911.066,29957645493.9256,1708783579375.09,25998652984.6066,28012898530.3575,29957645493.9256,32459204098.5348,3.9239,23.550255455542,0.246220677069239
Gianyar,Bali,Rice Field,2022,0,0.35,17432465384.5562,17432465384.5562,16453778125.2747,28780687182.334,315192601411.209,36283782109.4198,1702290780804.39,29834967899.4151,33072559551.2211,36283782109.4198,40532185749.1149,3.9239,23.5238209610559,0.339938730706391
Gianyar,Bali,Rice Field,2022,0,0.45,17450514112.3638,17450514112.3638,15913499095.4262,32249516981.1372,309886006964.639,43213427424.0194,1694586583245.48,33748966014.8783,38439725514.6597,43213427424.0194,49700909355.2093,3.9239,23.4904335856885,0.429421381626228
Gianyar,Bali,Rice Field,2022,0,0.55,17468357635.3647,17468357635.3647,15306052858.5597,35653464036.5312,304272002131.128,50612251774.8691,1685743759597.92,37647004868.4837,43994036035.2977,50612251774.8691,59838131300.8027,3.9239,23.4515141987817,0.514087049676788
Gianyar,Bali,Rice Field,2022,0,0.65,17485792472.4431,17485792472.4431,14660851074.4776,38925204048.1029,298453912305.223,58335362692.211,1675883185660.25,41449217157.8479,49619361848.1743,58335362692.211,70779689131.5607,3.9239,23.4084465859134,0.59364626421662
Gianyar,Bali,Rice Field,2022,0,0.75,17502676799.4138,17502676799.4137,14002141439.531,42015986991.0344,292528361722.094,66242386208.0303,1665154963734.94,45094092888.5244,55213724270.3248,66242386208.0303,82345035467.0501,3.9239,23.3624761148309,0.668047230836577
Gianyar,Bali,Rice Field,2022,0,0.85,17518921933.7831,17518921933.7831,13348355426.1079,44895083407.5328,286579184979.734,74207887608.9233,1653720611920.75,48539137016.2021,60694473666.1446,74207887608.9233,94354764435.9894,3.9239,23.3146590251486,0.737412180470106
Gianyar,Bali,Rice Field,2022,0,0.95,17534481047.342,17534481047.342,12712488827.6949,47547128844.1051,280674781745.297,82126836629.6696,1641739120260.23,51758915828.1589,65999452874.2597,82126836629.6696,106642986979.832,3.9239,23.2658507194766,0.801978061267079
Jembrana,Bali,Rice Field,2022,0,0.15,7235974273.3323,7235974273.3323,7155918007.31808,9145816566.76649,134970082852.473,10124442996.3871,712936294322.308,9291343976.536,9721014623.92376,10124442996.3871,10628503063.3484,3.9239,22.6912055446343,0.14916638004195
Jembrana,Bali,Rice Field,2022,0,0.25,7243298256.16899,7243298256.16899,7027031479.5381,10535613981.3542,133137393476.791,12460445917.5288,710743619016.457,10813760697.8819,11651556768.756,12460445917.5288,13500932751.1347,3.9239,22.673030188944,0.246220677069239
Jembrana,Bali,Rice Field,2022,0,0.35,7250778886.21546,7250778886.21546,6843708241.91675,11970905683.6742,131099750321.511,15091708225.2804,708042940534.994,12409418320.5803,13756047192.2429,15091708225.2804,16858769552.0226,3.9239,22.6465955623068,0.339938730706391
Jembrana,Bali,Rice Field,2022,0,0.45,7258282835.519,7258282835.51901,6618984208.35312,13413708848.3899,128892493988.206,17973984979.2436,704838185928.114,14037382461.3425,15988434387.0098,17973984979.2436,20672356983.856,3.9239,22.6132077522748,0.429421381626228
Jembrana,Bali,Rice Field,2022,0,0.55,7265698962.52438,7265698962.52437,6366321018.61926,14829518725.6861,126557333915.22,21051400073.6515,701159601884.74,15658701861.0912,18298653408.1369,21051400073.6515,24888765022.274,3.9239,22.5742875915878,0.514087049676788
Jembrana,Bali,Rice Field,2022,0,0.65,7272942570.21276,7272942570.21277,6097952269.71605,16190331323.0911,124137248424.516,24263683978.9569,697057464390.077,17240155197.1059,20638399412.615,24263683978.9569,29439707408.3214,3.9239,22.5312188582788,0.59364626421662
Jembrana,Bali,Rice Field,2022,0,0.75,7279954761.97304,7279954761.97305,5823963809.57844,17475868867.3622,121672431270.756,27552447002.607,692594221249.134,18756157130.8717,22965253802.8629,27552447002.607,34250082998.3485,3.9239,22.4852469338068,0.668047230836577
Jembrana,Bali,Rice Field,2022,0,0.85,7286698843.38189,7286698843.3819,5552022345.44503,18673349511.7846,119197757922.665,30865513919.9531,687837077858.226,20189031887.4397,25244838280.2551,30865513919.9531,39245266088.9747,3.9239,22.4374280848987,0.737412180470106
Jembrana,Bali,Rice Field,2022,0,0.95,7293155580.31747,7293155580.31748,5287533664.8461,19776382723.9144,116741684296.975,34159197254.959,682852192432.945,21528200622.769,27451298771.1588,34159197254.959,44356254028.4924,3.9239,22.3886177481725,0.801978061267079
Karangasem,Bali,Rice Field,2022,0,0.15,6780046521.37492,6780046521.37492,6705034479.1259,8569552551.77847,126465822868.683,9486517216.00187,668015260929.868,8705910500.42525,9108508252.7272,9486517216.00187,9958817223.50189,3.9239,22.6261244959674,0.14916638004195
Karangasem,Bali,Rice Field,2022,0,0.25,6786908356.31786,6786908356.31787,6584268241.05546,9871779959.92278,124748596063.463,11675330979.1017,665960676545.95,10132401048.2613,10917408782.7507,11675330979.1017,12650258220.2414,3.9239,22.6079490408423,0.246220677069239
Karangasem,Bali,Rice Field,2022,0,0.35,6793918540.35049,6793918540.35049,6412496786.77982,11216637459.9724,122839358132.672,14140803067.6838,663430251639.594,11627520094.9012,12889299967.344,14140803067.6838,15796524597.4788,3.9239,22.5815145463562,0.339938730706391
Karangasem,Bali,Rice Field,2022,0,0.45,6800952633.56546,6800952633.56546,6201934962.22561,12568537295.3387,120771230096.771,16841479348.5396,660427710720.72,13152914454.0433,14981034414.7532,16841479348.5396,19369832212.0162,3.9239,22.5481271709888,0.429421381626228
Karangasem,Bali,Rice Field,2022,0,0.55,6807906752.73718,6807906752.73719,5965196201.53549,13895150513.8282,118583295649.025,19725007801.0652,656981415420.379,14672089043.1969,17145704321.8827,19725007801.0652,23320590673.5721,3.9239,22.509207784082,0.514087049676788
Karangasem,Bali,Rice Field,2022,0,0.65,6814701595.59284,6814701595.59284,5713743049.81859,15170238955.6223,116315823580.923,22734919783.8532,653138474412.563,16153917344.4276,19338050871.4117,22734919783.8532,27584821289.6593,3.9239,22.4661401712137,0.59364626421662
Karangasem,Bali,Rice Field,2022,0,0.75,6821281889.28722,6821281889.28722,5457025511.42978,16374803374.7654,114006471055.022,25816507641.7991,648957386755.969,17574427195.3093,21518330122.9603,25816507641.7991,32092159704.5611,3.9239,22.4201697001312,0.668047230836577
Karangasem,Bali,Rice Field,2022,0,0.85,6827613071.77618,6827613071.77618,5202226845.8347,17496867643.4737,111687910755.138,28920885964.4807,644501100563.876,18917057090.4525,23654331205.6449,28920885964.4807,36772686440.5524,3.9239,22.3723526104489,0.737412180470106
Karangasem,Bali,Rice Field,2022,0,0.95,6833676892.79904,6833676892.79905,4954411876.64654,18530443805.1877,109386799941.536,32007121524.7018,639831578695.467,20171894801.8047,25721829738.0164,32007121524.7018,41561749899.2717,3.9239,22.3235443047769,0.801978061267079
Klungkung,Bali,Rice Field,2022,0,0.15,3349556251.89128,3349556251.89128,3312497943.47257,4233628520.87032,62478094553.6157,4686637908.65694,330020551710.414,4300993636.72092,4499889590.30605,4686637908.65694,4919968968.83515,3.9239,21.92096840742,0.14916638004195
Klungkung,Bali,Rice Field,2022,0,0.25,3352946214.19613,3352946214.19612,3252835623.09305,4876969822.81898,61629730495.4623,5767980758.04643,329005522396.603,5005724838.44715,5393543352.1627,5767980758.04643,6249625482.07647,3.9239,21.9027929522949,0.246220677069239
Klungkung,Bali,Rice Field,2022,0,0.35,3356409465.61769,3356409465.61769,3167975121.50926,5541371731.12342,60686506901.4549,6986001522.67371,327755412896.868,5744360677.33205,6367719624.34325,6986001522.67371,7803980040.08236,3.9239,21.8763584578088,0.339938730706391
Klungkung,Bali,Rice Field,2022,0,0.45,3359884528.9274,3359884528.92741,3063950956.83403,6209252774.59503,59664786597.5421,8320220556.76978,326272063236.262,6497953472.92073,7401102238.09486,8320220556.76978,9569306402.14653,3.9239,21.8429710824414,0.429421381626228
Klungkung,Bali,Rice Field,2022,0,0.55,3363320082.54412,3363320082.54413,2946994562.29682,6864641433.92417,58583878157.5969,9744774315.39275,324569484952.658,7248473506.48854,8470517263.17588,9744774315.39275,11521105355.5751,3.9239,21.8040516955346,0.514087049676788
Klungkung,Bali,Rice Field,2022,0,0.65,3366676948.65057,3366676948.65058,2822768795.74259,7494575232.82379,57463675631.2931,11231765513.4333,322670951212.838,7980543299.07312,9553605420.18719,11231765513.4333,13627769413.7923,3.9239,21.7609840826663,0.59364626421662
Klungkung,Bali,Rice Field,2022,0,0.75,3369927820.72259,3369927820.72258,2695942256.57807,8089667946.15938,56322782841.4624,12754166848.4084,320605362391.919,8682319848.37753,10630731952.4123,12754166848.4084,15854536371.7219,3.9239,21.7150136115838,0.668047230836577
Klungkung,Bali,Rice Field,2022,0,0.85,3373055624.02319,3373055624.02319,2570063700.93293,8644002990.08966,55177341121.6482,14287827389.8505,318403816837.936,9345621249.78756,11685983676.4229,14287827389.8505,18166863808.01,3.9239,21.6671965219015,0.737412180470106
Klungkung,Bali,Rice Field,2022,0,0.95,3376051342.34952,3376051342.34952,2447635310.98906,9154622125.71952,54040519996.9411,15812524835.9457,316096926152.397,9965550550.85023,12707392985.7909,15812524835.9457,20532811799.4117,3.9239,21.6183882162295,0.801978061267079
Tabanan,Bali,Rice Field,2022,0,0.15,22614565247.9338,22614565247.9338,22364365677.9938,28583388729.9777,421821530852.494,31641886509.2709,2228137322846.94,29038205037.9522,30381053218.9197,31641886509.2709,33217223684.6923,3.9239,23.8307347111662,0.14916638004195
Tabanan,Bali,Rice Field,2022,0,0.25,22637433526.6171,22637433526.6171,21961536358.386,32926886720.684,416093440881.168,38942551610.3566,2221282468418.2,33796176867.7077,36414535548.0399,38942551610.3566,42194378429.8602,3.9239,23.8125584128156,0.246220677069239
Tabanan,Bali,Rice Field,2022,0,0.35,22660798207.4277,22660798207.4277,21388583750.0047,37412570747.8968,409724945926.541,47165988656.5591,2212840640908.28,38783050600.0996,42991658475.1867,47165988656.5591,52688570543.8073,3.9239,23.7861231470027,0.339938730706391
Tabanan,Bali,Rice Field,2022,0,0.45,22684246065.0699,22684246065.0699,20686251815.421,41921743621.3789,402826552206.126,56173933598.1498,2202824443187.68,43870905154.6379,49968510190.2236,56173933598.1498,64607131355.0881,3.9239,23.7527351530572,0.429421381626228
Tabanan,Bali,Rice Field,2022,0,0.55,22707432050.238,22707432050.2381,19896613207.6126,46346578703.3182,395528644272.472,65791775739.7338,2191328611093.19,48938018260.8237,57188638150.2053,65791775739.7338,77784662352.8803,3.9239,23.7138153636205,0.514087049676788
Tabanan,Bali,Rice Field,2022,0,0.65,22730092654.2909,22730092654.2908,19057901083.9122,50599565103.7793,387965549197.982,75831175573.2715,2178510361932.91,53880574639.6961,64501091044.8147,75831175573.2715,92007776858.7115,3.9239,23.670747607593,0.59364626421662
Tabanan,Bali,Rice Field,2022,0,0.75,22752044088.3705,22752044088.3705,18201635270.6964,54617336501.8333,380262874032.09,86109668183.6947,2164564859595.38,58618621670.4377,71773312349.7795,86109668183.6947,107041791314.315,3.9239,23.6247772770311,0.668047230836577
Tabanan,Bali,Rice Field,2022,0,0.85,22773171280.4006,22773171280.4007,17351774588.6078,58359950912.05,372529593408.138,96464208315.0033,2149702069998.77,63096923729.1478,78897871101.7295,96464208315.0033,122653506862.144,3.9239,23.576960619873,0.737412180470106
Tabanan,Bali,Rice Field,2022,0,0.95,22793413287.1822,22793413287.1822,16525211722.8904,61807438465.758,364854613166.895,106758273838.547,2134128644970.58,67282422364.3928,85793973715.5178,106758273838.547,138627294976.567,3.9239,23.5281530348798,0.801978061267079
Badung,Bali,Rice Field,2022,1,0.15,14804235065.954,14804235065.954,14640446233.1295,18711622403.5654,276138189266.825,20713815219.4318,1458611665756.67,19009360054.5556,19888432453.7364,20713815219.4318,21745082528.6809,3.9239,23.40705382542,0.14916638004195
Badung,Bali,Rice Field,2022,1,0.25,14819173667.5621,14819173667.5621,14376710191.9365,21554972301.6185,272387810884.186,25493015128.8275,1454121140786.38,22124036884.0102,23838096561.4108,25493015128.8275,27621762909.2858,3.9239,23.3888753864273,0.246220677069239
Badung,Bali,Rice Field,2022,1,0.35,14834449103.1384,14834449103.1384,14001618748.0835,24491408974.0812,268218436129.101,30876293576.2602,1448592920709.66,25388566851.2347,28143649825.2133,30876293576.2602,34491543982.4636,3.9239,23.3624387847407,0.339938730706391
Badung,Bali,Rice Field,2022,1,0.45,14849796966.2668,14849796966.2668,13541849201.0228,27443247594.1073,263702505065.549,36773164350.9884,1442035835788.14,28719227978.9226,32710905573.1083,36773164350.9884,42293791931.3666,3.9239,23.3290506682975,0.429421381626228
Badung,Bali,Rice Field,2022,1,0.55,14864995088.9915,14864995088.9915,13024945179.3746,30339919692.027,258925418852.2,43069353729.8032,1434512232391.56,32036357061.5416,37437470840.7418,43069353729.8032,50920272328.2973,3.9239,23.2901322156998,0.514087049676788
Badung,Bali,Rice Field,2022,1,0.65,14879872561.6926,14879872561.6926,12475934160.7182,33124153599.9271,253975116520.402,49641602693.6261,1426125139607.35,35272011266.4432,42224553565.8121,49641602693.6261,60231342439.5053,3.9239,23.2470673584031,0.59364626421662
Badung,Bali,Rice Field,2022,1,0.75,14894309023.9455,14894309023.9455,11915447219.1564,35754479235.5133,248933798394.958,56370495894.6048,1417002261245.87,38373864885.5518,46985400065.9306,56370495894.6048,70073418991.2641,3.9239,23.2011014809225,0.668047230836577
Badung,Bali,Rice Field,2022,1,0.85,14908227984.165,14908227984.165,11359165059.2571,38204756053.9057,243872758914.194,63149325676.4699,1407280881655.46,41305767759.4148,51649699348.7308,63149325676.4699,80293887085.1029,3.9239,23.1532907492334,0.737412180470106
Badung,Bali,Rice Field,2022,1,0.95,14921587725.7201,14921587725.7202,10818142649.4764,40461913428.6259,238850147141.633,69888740596.1335,1397096055456.01,44046082745.9228,56164572150.9441,69888740596.1335,90751627108.6687,3.9239,23.1044904366163,0.801978061267079
Bangli,Bali,Rice Field,2022,1,0.15,3158675478.76504,3158675478.76503,3123729007.86442,3992367224.02338,58917662635.1742,4419561018.4384,311213708856.987,4055893411.84045,4243454904.81737,4419561018.4384,4639595268.5881,3.9239,21.8622933199194,0.14916638004195
Bangli,Bali,Rice Field,2022,1,0.25,3161865676.55781,3161865676.55781,3067460272.5795,4599036937.45252,58117523234.9588,5439270187.12569,310255877132.583,4720454353.23918,5086171537.14721,5439270187.12569,5893466533.83651,3.9239,21.8441157833911,0.246220677069239
Bangli,Bali,Rice Field,2022,1,0.35,3165126974.1743,3165126974.1743,2987431543.5339,5225567774.06713,57227969927.3404,6587867805.62485,309076561998.254,5416988336.92921,6004821924.57372,6587867805.62485,7359229552.83312,3.9239,21.8176798396432,0.339938730706391
Bangli,Bali,Rice Field,2022,1,0.45,3168402505.04642,3168402505.04642,2889334381.40251,5855383384.78966,56264451260.4906,7846045727.95356,307677604270.064,6127630840.88774,6979308565.33644,7846045727.95356,9023945351.41863,3.9239,21.7842919946897,0.429421381626228
Bangli,Bali,Rice Field,2022,1,0.55,3171644574.94507,3171644574.94507,2779045433.23485,6473425730.67844,55245184751.2635,9189419928.20986,306072280032.332,6835383225.28534,7987782746.03241,9189419928.20986,10864517917.2895,3.9239,21.7453733363442,0.514087049676788
Bangli,Bali,Rice Field,2022,1,0.65,3174816573.45532,3174816573.45532,2661904688.93908,7067473958.1752,54188932454.3044,10591689029.0007,304282560907.34,7525747648.94818,9009164017.48021,10591689029.0007,12851149324.4033,3.9239,21.7023077519729,0.59364626421662
Bangli,Bali,Rice Field,2022,1,0.75,3177892793.3392,3177892793.3392,2542314234.67136,7628678961.16976,53113234233.6974,12027371821.8428,302335695259.111,8187558649.16675,10024940668.3873,12027371821.8428,14951067072.5956,3.9239,21.6563406191749,0.668047230836577
Bangli,Bali,Rice Field,2022,1,0.85,3180856971.16158,3180856971.16158,2423619990.49727,8151462719.42393,52033304433.8045,13473698753.1655,300260983904.379,8813102366.44297,11020109593.5958,13473698753.1655,17131705441.2899,3.9239,21.608528123267,0.737412180470106
Bangli,Bali,Rice Field,2022,1,0.95,3183700315.95047,3183700315.95048,2308180925.79845,8633036171.11965,50961553347.8985,14911603886.0772,298087256860.851,9397761828.84769,11983387384.0361,14911603886.0772,19362951799.0816,3.9239,21.5597255732471,0.801978061267079
Buleleng,Bali,Rice Field,2022,1,0.15,14321660456.1542,14321660456.1542,14163210658.5272,18101678435.5121,267136894816.783,20038605642.4121,1411065206765.97,18389710712.9987,19240127932.2171,20038605642.4121,21036256664.3527,3.9239,23.3739136409314,0.14916638004195
Buleleng,Bali,Rice Field,2022,1,0.25,14336106346.9202,14336106346.9202,13908066053.7505,20852335099.988,263508661956.514,24662007760.291,1406720494898.42,21402849626.2662,23061035323.4871,24662007760.291,26721363784.5221,3.9239,23.3557348004157,0.246220677069239
Buleleng,Bali,Rice Field,2022,1,0.35,14350882983.6352,14350882983.6352,13545200825.335,23693049997.8617,259475182676.52,29869803253.2624,1401372396877.8,24560962761.1441,27226236887.2596,29869803253.2624,33367205494.1713,3.9239,23.3292981389025,0.339938730706391
Buleleng,Bali,Rice Field,2022,1,0.45,14365736568.2844,14365736568.2844,13100424114.299,26548677157.7228,255106566694.071,35574465634.0128,1395029641551.12,27783064275.3511,31644624733.9794,35574465634.0128,40915136734.8687,3.9239,23.2959104417667,0.429421381626228
Buleleng,Bali,Rice Field,2022,1,0.55,14380453232.7007,14380453232.7007,12600381896.4729,29350954615.3971,250485442764.726,41665457900.6725,1387752632688.12,30992094629.8043,36217152804.4824,41665457900.6725,49260466648.6401,3.9239,23.2569929596884,0.514087049676788
