Regency/City,Province,Exposure,Year,Climate Change Scenario,CV,AAL,Lognormal_Mean,Lognormal_Median,VaR_95%,TVaR_95%,VaR_99%,TVaR_99%,PML_25,PML_50,PML_100,PML_250,Prob_Any_Loss (%),μ,σ
Buleleng,Bali,Rice Field,2022,1,0.65,14394867915.8126,14394867915.8126,12069285111.5039,32044482499.2372,245696879530.159,48023550668.2801,1379641050751.88,34122331438.0153,40848257864.0364,48023550668.2801,58268121263.4077,3.9239,23.2139296417602,0.59364626421662
Buleleng,Bali,Rice Field,2022,1,0.75,14408863892.7535,14408863892.7535,11527091114.2028,34589145695.3483,240820384054.912,54533231558.8832,1370818390110.67,37123158602.7857,45454020955.7992,54533231558.8832,67789539959.3066,3.9239,23.16796585095,0.668047230836577
Buleleng,Bali,Rice Field,2022,1,0.85,14422366524.5897,14422366524.5897,10988968110.2227,36959657135.4573,235924907920.599,61091279369.6284,1361417379707.43,39959606389.0775,49966427645.4236,61091279369.6284,77677096865.9317,3.9239,23.1201577074343,0.737412180470106
Buleleng,Bali,Rice Field,2022,1,0.95,14435334633.9484,14435334633.9484,10465609433.3584,39143372073.2877,231066684372.617,67611260691.2085,1351568576145.17,42610743269.3655,54334324769.8723,67611260691.2085,87794283689.4532,3.9239,23.0713604265389,0.801978061267079
Denpasar CIty,Bali,Rice Field,2022,1,0.15,4786593767.32823,4786593767.32823,4733636582.9237,6049953596.01402,89282649848.326,6697314544.4669,471607041982.158,6146219912.92802,6430446855.2998,6697314544.4669,7030750054.8401,3.9239,22.2779595776481,0.14916638004195
Denpasar CIty,Bali,Rice Field,2022,1,0.25,4791414765.33025,4791414765.33025,4648355099.67074,6969269331.01054,88069888932.0177,8242538473.54675,470154251568.936,7153262345.9832,7707461320.31141,8242538473.54675,8930816631.00422,3.9239,22.2597792519579,0.246220677069239
Denpasar CIty,Bali,Rice Field,2022,1,0.35,4796348115.08873,4796348115.08873,4527073248.46689,7918684573.4534,86721723308.7338,9983077326.68623,468366292301.799,8208758135.54557,9099545311.88629,9983077326.68623,11151978129.8646,3.9239,22.2333414856242,0.339938730706391
Denpasar CIty,Bali,Rice Field,2022,1,0.45,4801310050.29345,4801310050.29345,4378417887.87597,8873087004.86586,85261602615.5053,11889681992.3242,466246182825.318,9285643315.19847,10576252324.4684,11889681992.3242,13674638698.8575,3.9239,22.199953283268,0.429421381626228
Denpasar CIty,Bali,Rice Field,2022,1,0.55,4806229800.22667,4806229800.22667,4211295011.71439,9809665276.53235,83717152725.1439,13925414043.7611,463814175439.312,10358166489.6688,12104483514.6391,13925414043.7611,16463815079.304,3.9239,22.161036041073,0.514087049676788
Denpasar CIty,Bali,Rice Field,2022,1,0.65,4811052574.61008,4811052574.61007,4033796318.86857,10709906539.7224,82116808000.6312,16050430503.1341,461103614710.234,11404365186.0277,13652304231.929,16050430503.1341,19474370759.1834,3.9239,22.1179737840952,0.59364626421662
Denpasar CIty,Bali,Rice Field,2022,1,0.75,4815739464.2467,4815739464.24669,3852591571.39736,11560405816.8278,80487138744.612,18226130615.5506,458155776104.671,12407325188.9646,15191671193.1482,18226130615.5506,22656662265.3255,3.9239,22.0720118942199,0.668047230836577
Denpasar CIty,Bali,Rice Field,2022,1,0.85,4820265424.68846,4820265424.68846,3672749749.10663,12352713203.8028,78851183994.9109,20418020939.4435,455015001371.998,13355360837.1431,16699855960.7944,20418020939.4435,25961358260.771,3.9239,22.0242064689026,0.737412180470106
Denpasar CIty,Bali,Rice Field,2022,1,0.95,4824616462.97276,4824616462.97276,3497844202.96553,13082603355.5826,77227730270.0623,22597217846.6862,451724893718.175,14241477505.7178,18159764524.8028,22597217846.6862,29342842212.1156,3.9239,21.9754126736617,0.801978061267079
Gianyar,Bali,Rice Field,2022,1,0.15,19517769273.5215,19517769273.5215,19301831561.4812,24669233309.1855,364058084845.774,27308906162.7362,1923020394169.27,25061767928.5142,26220729008.6034,27308906162.7362,28668519632.2318,3.9239,23.6834658279131,0.14916638004195
Gianyar,Bali,Rice Field,2022,1,0.25,19537481822.3018,19537481822.3018,18954141461.6318,28417905678.8373,359113944080.112,33609790319.5076,1917101856881.9,29168155941.3423,31427958717.1784,33609790319.5076,36416314623.6264,3.9239,23.6652882913849,0.246220677069239
Gianyar,Bali,Rice Field,2022,1,0.35,19557633703.9493,19557633703.9493,18459636002.2182,32289301899.8164,353617305906.513,40707088999.5062,1909814751622.96,33472108555.7285,37104390634.7213,40707088999.5062,45473409791.1304,3.9239,23.638852347637,0.339938730706391
Gianyar,Bali,Rice Field,2022,1,0.45,19577873534.2959,19577873534.2959,17853483901.523,36180995066.0136,347663628437.355,48481495252.4244,1901170452977.6,37863239117.0875,43125840303.2298,48481495252.4244,55759853929.2542,3.9239,23.6054645026835,0.429421381626228
Gianyar,Bali,Rice Field,2022,1,0.55,19597906605.9666,19597906605.9666,17171997544.907,39999940060.3374,341365479517.32,56782337762.1637,1891250995188.44,42236511342.8426,49357302354.1599,56782337762.1637,67132934485.7562,3.9239,23.566545844338,0.514087049676788
Gianyar,Bali,Rice Field,2022,1,0.65,19617506699.5739,19617506699.5739,16448173259.9928,43670623015.7638,334838791744.148,65447097707.47,1880192143090.21,46502341633.5083,55668518599.8402,65447097707.47,79408527118.2537,3.9239,23.5234802599667,0.59364626421662
Gianyar,Bali,Rice Field,2022,1,0.75,19636514967.5431,19636514967.5432,15709211974.0345,47138364427.3875,328191945678.799,74318324172.1821,1868162267028.5,50591737486.8598,61945103338.9561,74318324172.1821,92384127295.6467,3.9239,23.4775131271687,0.668047230836577
Gianyar,Bali,Rice Field,2022,1,0.85,19654830916.4945,19654830916.4945,14975788459.1913,50368697154.5528,321518952265.069,83255321824.9686,1855342419657.97,54457034199.478,68094350895.717,83255321824.9686,105858508198.43,3.9239,23.4297006312607,0.737412180470106
Gianyar,Bali,Rice Field,2022,1,0.95,19672400226.1396,19672400226.1396,14262479021.3938,53344387307.479,314896495936.779,92140280349.5317,1841910744519.32,58069703043.5904,74046539965.6347,92140280349.5317,119645600888.557,3.9239,23.3808980812408,0.801978061267079
Jembrana,Bali,Rice Field,2022,1,0.15,8289846928.73775,8289846928.73774,8198130987.54236,10477845347.8238,154627598791.999,11599002360.76,816770835083.653,10644567879.6287,11136817266.1064,11599002360.76,12176475502.6144,3.9239,22.8271720368885,0.14916638004195
Jembrana,Bali,Rice Field,2022,1,0.25,8298206717.50657,8298206717.50656,8050443011.64459,12070012806.4822,152527422429.344,14275175805.1523,814255780331.033,12388668599.7289,13348480654.5904,14275175805.1523,15467198351.6147,3.9239,22.808992959365,0.246220677069239
Jembrana,Bali,Rice Field,2022,1,0.35,8306754690.86673,8306754690.86671,7840399829.25716,13714302766.9523,150192618344.08,17289607097.5035,811159616080.086,14216678713.1488,15759425481.7485,17289607097.5035,19314016501.6947,3.9239,22.782555668638,0.339938730706391
Jembrana,Bali,Rice Field,2022,1,0.45,8315343029.99212,8315343029.99212,7582940131.95774,15367214657.5736,147663755435.137,20591626711.8915,807487312005.602,16081716992.0758,18316910411.6348,20591626711.8915,23682976187.9793,3.9239,22.7491668416001,0.429421381626228
Jembrana,Bali,Rice Field,2022,1,0.55,8323847609.82142,8323847609.82142,7293487697.12561,16989233195.0838,144988660671.068,24117245579.5743,803273808391.295,17939175395.4618,20963599403.1538,24117245579.5743,28513469703.4136,3.9239,22.7102476906618,0.514087049676788
Jembrana,Bali,Rice Field,2022,1,0.65,8332173004.1647,8332173004.1647,6986057265.2544,18548289124.5758,142216581548.475,27797443837.8019,798576825139.509,19751009214.5184,23644173286.7868,27797443837.8019,33727302663.2667,3.9239,22.6671821804423,0.59364626421662
Jembrana,Bali,Rice Field,2022,1,0.75,8340252056.04873,8340252056.04873,6672201644.83899,20021161671.7179,139393550955.987,31565354494.0967,793467894601.999,21487918976.0143,26310054321.6971,31565354494.0967,39238475304.673,3.9239,22.6212157240939,0.668047230836577
Jembrana,Bali,Rice Field,2022,1,0.85,8348042120.04878,8348042120.04876,6360701517.57717,21393214073.6614,136559493556.887,35361226777.5749,788023907823.082,23129662990.3168,28921872278.1163,35361226777.5749,44961530778.8989,3.9239,22.5734045097215,0.737412180470106
Jembrana,Bali,Rice Field,2022,1,0.95,8355519966.13252,8355519966.13252,6057747242.83288,22657128164.5896,133746971839.706,39135028938.7965,782320501044.689,24664126269.8283,31450018096.104,39135028938.7965,50817449604.137,3.9239,22.5246038258076,0.801978061267079
Karangasem,Bali,Rice Field,2022,1,0.15,7606619695.4067,7606619695.4067,7522462739.23167,9614289078.35311,141883601535.18,10643043298.9744,749454745568.758,9767270780.54821,10218950276.0106,10643043298.9744,11172922633.5578,3.9239,22.7411594132134,0.14916638004195
Karangasem,Bali,Rice Field,2022,1,0.25,7614302226.11487,7614302226.11486,7386958198.50522,11075251377.8359,139956731819.798,13098673799.2486,747148126320.049,11367644854.9428,12248353098.8777,13098673799.2486,14192454689.2763,3.9239,22.7229818766852,0.246220677069239
Karangasem,Bali,Rice Field,2022,1,0.35,7622155977.10922,7622155977.10923,7194235612.51973,12584042589.0925,137814538436.739,15864689278.1128,744308137917.259,13045015371.3113,14460617124.4697,15864689278.1128,17722257584.2092,3.9239,22.6965459329373,0.339938730706391
Karangasem,Bali,Rice Field,2022,1,0.45,7630044004.16747,7630044004.16748,6958001212.83269,14100744086.6676,135494224077.944,18894592485.5335,740939213353.834,14756361567.9511,16807344201.8061,18894592485.5335,21731172101.0389,3.9239,22.6631580879838,0.429421381626228
Karangasem,Bali,Rice Field,2022,1,0.55,7637851451.59622,7637851451.59621,6692406949.99762,15589093590.2611,133039659575.804,22129662602.3174,737073323664.836,16460747872.5343,19235918968.9076,22129662602.3174,26163579173.0857,3.9239,22.6242394296383,0.514087049676788
Karangasem,Bali,Rice Field,2022,1,0.65,7645490155.38334,7645490155.38335,6410312414.27054,17019661237.2626,130496027100.933,25506561505.6851,732763380197.419,18123261054.8303,21695576172.7404,25506561505.6851,30947720402.6792,3.9239,22.581173845267,0.59364626421662
Karangasem,Bali,Rice Field,2022,1,0.75,7652898208.19326,7652898208.19326,6122318566.55461,18371136897.7531,127905565584.328,28963926176.9868,728075001576.792,19717012810.1918,24141736511.4231,28963926176.9868,36004674119.3612,3.9239,22.535206712469,0.668047230836577
Karangasem,Bali,Rice Field,2022,1,0.85,7660036444.94976,7660036444.94976,5836482942.8776,19630087764.5669,125304913715.927,32446923716.8601,723078749078.147,21223426872.7189,26538269994.409,32446923716.8601,41256016612.5617,3.9239,22.487394216561,0.737412180470106
Karangasem,Bali,Rice Field,2022,1,0.95,7666883695.51965,7666883695.51964,5558486336.68598,20789797309.6215,122723957560.908,35909640155.3365,717844050213.734,22631384800.5692,28858004282.4582,35909640155.3365,46629231621.3789,3.9239,22.4385916665411,0.801978061267079
Klungkung,Bali,Rice Field,2022,1,0.15,3757909400.20601,3757909400.20601,3716333216.64923,4749761227.79718,70094962190.118,5257998172.85034,370254218848.686,4825339000.81055,5048482879.41192,5257998172.85034,5519775231.79916,3.9239,22.036003324666,0.14916638004195
Klungkung,Bali,Rice Field,2022,1,0.25,3761704812.03435,3761704812.03434,3649389711.15572,5471522559.16603,69143027939.9046,6471156883.28056,369114676383.765,5615974134.26478,6051071709.96197,6471156883.28056,7011519048.47239,3.9239,22.0178257881378,0.246220677069239
Klungkung,Bali,Rice Field,2022,1,0.35,3765584812.06989,3765584812.0699,3554178691.47713,6216912877.43752,68084717024.7264,7837655536.47551,367711632779.289,6444647932.0223,7143999726.66433,7837655536.47551,8755352710.58553,3.9239,21.9913898443899,0.339938730706391
Klungkung,Bali,Rice Field,2022,1,0.45,3769481745.55918,3769481745.55918,3437471467.14041,6966211125.973,66938408744.6352,9334523028.32028,366047278073.464,7290106784.55871,8303356720.54237,9334523028.32028,10735882584.6521,3.9239,21.9580019994364,0.429421381626228
Klungkung,Bali,Rice Field,2022,1,0.55,3773338870.17681,3773338870.1768,3306259546.87688,7701502597.65305,65725776670.815,10932749427.0357,364137406963.275,8132127231.49169,9503149047.73141,10932749427.0357,12925631102.2022,3.9239,21.9190833410909,0.514087049676788
Klungkung,Bali,Rice Field,2022,1,0.65,3777112630.12754,3777112630.12755,3166895972.77896,8408248014.61455,64469142216.7801,12601043707.631,362008159318.577,8953461038.87123,10718297076.3819,12601043707.631,15289147357.5842,3.9239,21.8760177567196,0.59364626421662
Klungkung,Bali,Rice Field,2022,1,0.75,3780772441.24028,3780772441.24028,3024617952.99223,9075919502.35484,63189372743.094,14309090608.6836,359691952804.293,9740824538.4142,11926777229.0965,14309090608.6836,17787441563.0644,3.9239,21.8300506239216,0.668047230836577
Klungkung,Bali,Rice Field,2022,1,0.85,3784298954.73541,3784298954.73541,2883406163.76893,9697880831.59733,61904568915.0772,16029800953.1074,357223646909.915,10485040470.4387,13110740154.0551,16029800953.1074,20381769938.7575,3.9239,21.7822381280137,0.737412180470106
Klungkung,Bali,Rice Field,2022,1,0.95,3787681711.90121,3787681711.90121,2746067095.76429,10270813826.1968,60629495389.0111,17740491795.4872,354637541010.378,11180615974.9375,14256761860.9512,17740491795.4872,23036307170.7365,3.9239,21.7334355779937,0.801978061267079
Tabanan,Bali,Rice Field,2022,1,0.15,25208092863.4919,25208092863.4918,24929199419.187,31861444584.8962,470197689187.125,35270702963.1996,2483668906793.14,32368421022.4954,33865272333.864,35270702963.1996,37026706024.6762,3.9239,23.9393056208169,0.14916638004195
Tabanan,Bali,Rice Field,2022,1,0.25,25233529750.6331,25233529750.6332,24480119639.7708,36702993503.4456,463811686389.845,43408544235.816,2476022610314.29,37671975201.8817,40590611344.1062,43408544235.816,47033295632.5399,3.9239,23.9211271818241,0.246220677069239
Tabanan,Bali,Rice Field,2022,1,0.35,25259540185.9459,25259540185.9459,23841428082.4683,41703047069.0253,456712232379.513,52574987649.3632,2466609365763.46,43230693649.8682,47921944980.6711,52574987649.3632,58730899627.1415,3.9239,23.8946905801375,0.339938730706391
Tabanan,Bali,Rice Field,2022,1,0.45,25285673948.1616,25285673948.1616,23058549846.1744,46729326489.7556,449022675363.7,62615956698.498,2455444208976.95,48902017742.5709,55698895732.3535,62615956698.498,72016273033.0427,3.9239,23.8613024636943,0.429421381626228
Tabanan,Bali,Rice Field,2022,1,0.55,25311552738.0678,25311552738.0678,22178385182.4029,51661670438.2364,440888433212.956,73336870399.2198,2442633301000.69,54550299979.5336,63747112723.0355,73336870399.2198,86705118350.7596,3.9239,23.8223840110966,0.514087049676788
Tabanan,Bali,Rice Field,2022,1,0.65,25336885537.2129,25336885537.2129,21243549935.6161,56402558879.3715,432459245191.664,84527847944.7631,2428352075877.12,60059849869.003,71898376556.7412,84527847944.7631,102559657202.388,3.9239,23.7793191537999,0.59364626421662
Tabanan,Bali,Rice Field,2022,1,0.75,25361467400.4074,25361467400.4075,20289173920.326,60881378121.817,423875078911.242,95985553386.693,2412817982835.91,65341569169.6692,80004966336.5681,95985553386.693,119318373784.571,3.9239,23.7333532763193,0.668047230836577
Tabanan,Bali,Rice Field,2022,1,0.85,25385168080.6664,25385168080.6664,19341957648.5921,65053617032.1099,415257331851.126,107528288954.303,2396264784485.26,70333902754.0667,87947159157.7524,107528288954.303,136721401206.794,3.9239,23.6855425446302,0.737412180470106
Tabanan,Bali,Rice Field,2022,1,0.95,25407916544.4846,25407916544.4847,18420725103.5655,68897019440.6758,406705018042.549,119003910381.795,2378922446735.93,75000007713.0438,95634914206.0888,119003910381.795,154528446317.998,3.9239,23.6367422320132,0.801978061267079
Badung,Bali,Rice Field,2025,0,0.15,11959632237.0091,11959632237.0091,11827315086.1139,15116223263.6436,223078813293.08,16733698914.2709,1178342482495.35,15356751247.23,16066911722.0583,16733698914.2709,17566810365.266,3.9239,23.1936775311147,0.14916638004195
Badung,Bali,Rice Field,2025,0,0.25,11971726044.6922,11971726044.6922,11614280236.0526,17413266696.5604,220049533325.657,20594629634.6848,1174717317160.21,17872987692.8157,19257697349.5363,20594629634.6848,22314346659.2364,3.9239,23.1755012327641,0.246220677069239
Badung,Bali,Rice Field,2025,0,0.35,11984082372.8712,11984082372.8712,11311276291.0132,19785504708.1575,216681577465.106,24943565009.6757,1170252886766.79,20510278093.8442,22735985369.8406,24943565009.6757,27864162759.2296,3.9239,23.1490659669512,0.339938730706391
Badung,Bali,Rice Field,2025,0,0.45,11996482688.8213,11996482688.8213,10939850550.397,22170164712.3939,213033386530.735,29707384589.2935,1164955856298.23,23200971842.7867,26425668535.0569,29707384589.2935,34167251168.6064,3.9239,23.1156779730057,0.429421381626228
Badung,Bali,Rice Field,2025,0,0.55,12008744514.4466,12008744514.4466,10522252986.7915,24510222976.1382,209173913928.491,34793746129.5606,1158876326464.19,25880696550.687,30244007475.4182,34793746129.5606,41136141474.3699,3.9239,23.076758183569,0.514087049676788
Badung,Bali,Rice Field,2025,0,0.65,12020728494.1415,12020728494.1415,10078703069.1961,26759399677.1213,205174198051.897,40103046952.8595,1152097441077.78,28494549877.246,34111172128.4275,40103046952.8595,48657984892.0828,3.9239,23.0336904275415,0.59364626421662
Badung,Bali,Rice Field,2025,0,0.75,12032337431.8234,12032337431.8234,9625869945.45879,28884183762.3467,201100665741.404,45538791139.1294,1144722411865.92,31000249163.8816,37957060448.6315,45538791139.1294,56608669858.3272,3.9239,22.9877200969796,0.668047230836577
Badung,Bali,Rice Field,2025,0,0.85,12043510472.035,12043510472.035,9176424152.49125,30863452055.1657,197010947843.488,51014752785.7994,1136862278556.13,33368583247.7441,41724857953.9173,51014752785.7994,64864869988.3694,3.9239,22.9399034398214,0.737412180470106
Badung,Bali,Rice Field,2025,0,0.95,12054215385.1824,12054215385.1824,8739299326.68233,32686643561.7006,192952061895.196,56458732651.6741,1128626328230.95,35582069284.6073,45371837244.714,56458732651.6741,73312550904.8908,3.9239,22.8910958548283,0.801978061267079
Bangli,Bali,Rice Field,2025,0,0.15,1957944362.0997,1957944362.09971,1936282356.57393,2474718580.7022,36520847475.5165,2739519978.28859,192909696092.906,2514096079.94778,2630358408.94929,2739519978.28859,2875910950.53177,3.9239,21.3840356605041,0.14916638004195
Bangli,Bali,Rice Field,2025,0,0.25,1959925925.35267,1959925925.35267,1901407437.32129,2850776297.10718,36024946078.5086,3371606432.80433,192316372448.551,2926038552.15929,3152733378.38247,3371606432.80433,3653146284.96153,3.9239,21.365860205379,0.246220677069239
Bangli,Bali,Rice Field,2025,0,0.35,1961950328.91107,1961950328.91107,1851803212.71777,3239144747.34545,35473595637.0751,4083586381.6933,191585635400.731,3357799587.84061,3722176849.80654,4083586381.6933,4561726262.33411,3.9239,21.3394257108928,0.339938730706391
Bangli,Bali,Rice Field,2025,0,0.45,1963981636.97206,1963981636.97206,1790997090.52382,3629546885.80189,34876360851.8526,4863488684.91317,190718560514.806,3798303539.55323,4326228703.34516,4863488684.91317,5593627367.41867,3.9239,21.3060383355255,0.429421381626228
Bangli,Bali,Rice Field,2025,0,0.55,1965989850.09902,1965989850.09902,1722631582.95358,4012646745.6096,34244528326.3527,5696195106.43659,189723338073.167,4237011343.76976,4951342886.13275,5696195106.43659,6734528868.82199,3.9239,21.2671189486186,0.514087049676788
Bangli,Bali,Rice Field,2025,0,0.65,1967952067.35205,1967952067.35205,1650016848.05697,4380867261.19435,33589726897.1938,6565398610.94603,188613572136.25,4664934273.03693,5584449540.03053,6565398610.94603,7965954975.87584,3.9239,21.2240513357503,0.59364626421662
Bangli,Bali,Rice Field,2025,0,0.75,1969852327.0183,1969852327.0183,1575881861.61464,4728721823.22603,32922831213.8186,7455300701.40494,187406156084.035,5075149637.3523,6214071395.11878,7455300701.40494,9267585843.70399,3.9239,21.1780808646679,0.668047230836577
Bangli,Bali,Rice Field,2025,0,0.85,1971680648.25778,1971680648.25778,1502301007.97306,5052751961.05839,32253276506.0397,8351784230.7667,186119268096.143,5462874799.01522,6830906584.09521,8351784230.7667,10619230099.4624,3.9239,21.1302637749856,0.737412180470106
Bangli,Bali,Rice Field,2025,0,0.95,1973431760.7534,1973431760.7534,1430736908.78344,5351228470.36382,31588760867.4146,9243028486.42129,184770801830.147,5825247301.11329,7427959581.0539,9243028486.42129,12002217630.4735,3.9239,21.0814554693136,0.801978061267079
Buleleng,Bali,Rice Field,2025,0,0.15,12178026931.3011,12178026931.3011,12043293538.5728,15392260427.0855,227152452704.951,17039272780.2839,1199860179790.38,15637180689.1637,16360309395.5166,17039272780.2839,17887597669.0374,3.9239,23.2117737891345,0.14916638004195
Buleleng,Bali,Rice Field,2025,0,0.25,12190339761.8463,12190339761.8462,11826366694.1785,17731247491.1526,224067821604.119,20970704773.812,1196168636573.22,18199363376.7888,19609358988.4424,20970704773.812,22721825267.6534,3.9239,23.1935973413206,0.246220677069239
Buleleng,Bali,Rice Field,2025,0,0.35,12202920489.8487,12202920489.8487,11517828476.4138,20146802507.9442,220638341689.583,25399052766.4837,1191622561153.14,20884810786.2179,23151161106.3847,25399052766.4837,28372982768.944,3.9239,23.1671619741344,0.339938730706391
Buleleng,Bali,Rice Field,2025,0,0.45,12215547021.5196,12215547021.5196,11139620026.4014,22575007737.1797,216923528155.856,30249862626.4044,1186228781363.24,23624638141.1951,26908220095.7017,30249862626.4044,34791169551.3138,3.9239,23.1337739619232,0.429421381626228
Buleleng,Bali,Rice Field,2025,0,0.55,12228033760.0498,12228033760.0498,10714397712.3908,24957799181.922,212993596304.952,35429107663.9226,1180038331790.56,26353298696.1867,30796287155.8897,35429107663.9226,41887320202.5116,3.9239,23.0948542545292,0.514087049676788
Buleleng,Bali,Rice Field,2025,0,0.65,12240238848.1532,12240238848.1532,10262750124.2291,27248052698.3694,208920881197.63,40835368129.3888,1173135876250.01,29014888451.9011,34734075763.0378,40835368129.3888,49546527670.0319,3.9239,23.051786684069,0.59364626421662
Buleleng,Bali,Rice Field,2025,0,0.75,12252063242.9323,12252063242.9323,9801650594.34586,29411645757.2715,204773020106.873,46370387483.2858,1165626501521.55,31566353208.9772,38650204730.9988,46370387483.2858,57642416291.2951,3.9239,23.005816636435,0.668047230836577
Buleleng,Bali,Rice Field,2025,0,0.85,12263444840.854,12263444840.854,9344000795.4211,31427069603.6447,200608692750.591,51946366328.2509,1157623259189.56,33977948624.394,42486822691.6461,51946366328.2509,66049409518.8117,3.9239,22.9580003481586,0.737412180470106
Buleleng,Bali,Rice Field,2025,0,0.95,12274350660.0335,12274350660.0334,8898897276.26348,33283570282.7262,196475771553.694,57489787617.3332,1149237413982.3,36231872556.8604,46200422228.7386,57489787617.3332,74651391968.1853,3.9239,22.9091932044646,0.801978061267079
Denpasar CIty,Bali,Rice Field,2025,0,0.15,3376151483.20021,3376151483.20021,3338798934.52691,4267243221.24296,62974166048.297,4723849470.38891,332640890719.345,4335143211.17941,4535618384.06829,4723849470.38891,4959033162.0951,3.9239,21.9288769788222,0.14916638004195
Denpasar CIty,Bali,Rice Field,2025,0,0.25,3379558835.06182,3379558835.06182,3278653657.63511,4915678749.40975,62118890937.3407,5813761714.63458,331616867366.346,5045455704.60884,5436352367.03627,5813761714.63458,6299229294.03233,3.9239,21.9106987048433,0.246220677069239
Denpasar CIty,Bali,Rice Field,2025,0,0.35,3383042811.03392,3383042811.03393,3193113227.13835,5585342905.94777,61168058606.3253,7041435936.60254,330356175173.683,5789942583.73591,6418247927.87896,7041435936.60254,7865905171.13626,3.9239,21.8842622111021,0.339938730706391
Denpasar CIty,Bali,Rice Field,2025,0,0.45,3386542982.051,3386542982.05099,3088261373.53213,6258519073.06419,60138187067.9883,8386235983.1277,328860815447.367,6549510419.76389,7459825070.79295,8386235983.1277,9645232495.42459,3.9239,21.8508741072149,0.429421381626228
Denpasar CIty,Bali,Rice Field,2025,0,0.55,3390008615.48104,3390008615.48104,2970379479.43538,6919113563.99594,59048751474.2627,9822100803.47485,327145000567.253,7305991411.16977,8537732298.74274,9822100803.47485,11612527341.0554,3.9239,21.8119555524526,0.514087049676788
Denpasar CIty,Bali,Rice Field,2025,0,0.65,3393400719.32983,3393400719.32984,2845175170.6721,7554065143.17611,57919806740.2115,11320920229.0422,325232225916.823,8043890692.44444,9629439355.0444,11320920229.0422,13735942960.0632,3.9239,21.768890474043,0.59364626421662
Denpasar CIty,Bali,Rice Field,2025,0,0.75,3396691864.51737,3396691864.51737,2717353491.6139,8153916273.93214,56770099670.4294,12855460733.1017,323151617509.651,8751275031.10679,10715161468.616,12855460733.1017,15980453462.0494,3.9239,21.7229242625767,0.668047230836577
Denpasar CIty,Bali,Rice Field,2025,0,0.85,3399864646.67754,3399864646.67753,2590490549.36398,8712705465.77227,55615890245.3571,14401386942.6334,320934488161.006,9419900182.52144,11778863793.4563,14401386942.6334,18311253915.282,3.9239,21.6751130960225,0.737412180470106
Denpasar CIty,Bali,Rice Field,2025,0,0.95,3402909600.95512,3402909600.95513,2467107533.26545,9227451944.80576,54470440668.7781,15938321762.054,318611642940.185,10044831730.7554,12808486959.9063,15938321762.054,20696161083.3195,3.9239,21.6263122622203,0.801978061267079
Gianyar,Bali,Rice Field,2025,0,0.15,13863546473.7898,13863546473.7898,13710165087.6098,17522651162.7346,258591855846.223,19397620928.3854,1365928771418.52,17801470010.3893,18624684516.6151,19397620928.3854,20363359597.4204,3.9239,23.3414033718493,0.14916638004195
Gianyar,Bali,Rice Field,2025,0,0.25,13877577257.6977,13877577257.6977,13463227496.7429,20185389557.7199,255080544597.081,23873212833.4765,1361727645954.12,20718296309.7372,22323446241.2411,23873212833.4765,25866701974.516,3.9239,23.3232279167241,0.246220677069239
Gianyar,Bali,Rice Field,2025,0,0.35,13891911379.4209,13891911379.4209,13111996641.3626,22935296124.5531,251176617286.317,28914503740.8665,1356553542328.56,23775451201.1666,26355484221.0219,28914503740.8665,32300051657.6252,3.9239,23.296793422238,0.339938730706391
Gianyar,Bali,Rice Field,2025,0,0.45,13906294389.6081,13906294389.6081,12681448911.1795,25699602554.6672,246947798346.939,34436730028.2925,1350414076258.96,26894511744.8006,30632572531.7087,34436730028.2925,39606596830.0087,3.9239,23.2634060468706,0.429421381626228
Gianyar,Bali,Rice Field,2025,0,0.55,13920513872.3237,13920513872.3237,12197375711.884,28412204002.0601,242474004427.929,40332844543.7392,1343367240384.31,30000854371.2314,35058796122.254,40332844543.7392,47684937202.1321,3.9239,23.2244866599638,0.514087049676788
Gianyar,Bali,Rice Field,2025,0,0.65,13934407673.7031,13934407673.7031,11683215160.947,31019449810.0757,237837575415.967,46487382646.6631,1335509360487.77,33030832920.1283,39541611716.5464,46487382646.6631,56404251905.1665,3.9239,23.1814190470955,0.59364626421662
Gianyar,Bali,Rice Field,2025,0,0.75,13947862774.2184,13947862774.2184,11158290219.3747,33482491140.6649,233115511051.621,52788480485.3011,1326960052919.53,35935430148.4939,43999752620.8002,52788480485.3011,65620662941.7412,3.9239,23.1354485760131,0.668047230836577
Gianyar,Bali,Rice Field,2025,0,0.85,13960808502.8934,13960808502.8934,10637288906.065,35776839724.6716,228374619028.477,59136179282.5055,1317848031264.55,38680781804.9663,48367355436.5782,59136179282.5055,75191201981.7997,3.9239,23.0876314863308,0.737412180470106
Gianyar,Bali,Rice Field,2025,0,0.95,13973207542.3829,13973207542.3829,10130567553.7248,37890251646.9865,223669406961.696,65446780542.1427,1308299994502.71,41246619793.4743,52594887194.3119,65446780542.1427,84983672227.6264,3.9239,23.0388231806587,0.801978061267079
Jembrana,Bali,Rice Field,2025,0,0.15,6006353940.8685,6006353940.8685,5939901760.31863,7591653770.8972,112034407312.364,8403980693.32051,591785923945.66,7712451482.18743,8069107529.97413,8403980693.32051,8822385051.22228,3.9239,22.5049584315173,0.14916638004195
